"Gene","RBL1"
"TAAR1",0
"TAAR2",0
"TAAR3",0
"TAAR5",0
"TAAR6",0
"TAAR8",0
"TAAR9",0
"TAB1",0
"TAB2",0
"TAB3",0
"TAC1",0
"TAC1R",0
"TAC3",0
"TAC3RL",0
"TAC4",-0.0809
"TACC1",0.1456
"TACC1",8.5996
"TACC2",0.1654
"TACC2",-0.679
"TACC3",0
"TACI",0
"TACO1",0
"TACR1",0
"TACR2",0
"TACR3",0
"TACSTD2",0.3576
"TACTILE",0
"TADA1",0
"TADA1L",-0.3187
"TADA2A",0
"TADA2B",0
"TADA2L",0.0768
"TADA2L",0.1713
"TADA3",0
"TADA3L",0.2804
"TADA3L",-0.3369
"TAF1",0.143
"TAF1",0.2874
"TAF10",-0.2374
"TAF11",1.3988
"TAF12",-0.2451
"TAF13",-0.0987
"TAF15",0
"TAF1A",-0.3298
"TAF1B",-0.0585
"TAF1C",-1.7729
"TAF1C",-0.0443
"TAF1D",0
"TAF1L",-0.0363
"TAF2",-1.2426
"TAF2",-0.8519
"TAF2",0.2613
"TAF2C1",0
"TAF2Q",0
"TAF3",0.6827
"TAF3",0.1677
"TAF3",2.2171
"TAF4",-0.0716
"TAF4B",0.0996
"TAF5",-0.0316
"TAF5L",0.582
"TAF5L",-0.1978
"TAF6",-0.7708
"TAF6L",-0.0657
"TAF7",0.0668
"TAF7L",0.2549
"TAF8",0
"TAF9",0.9975
"TAF9",-0.1276
"TAF9",-0.1306
"TAF9B",-0.3023
"TAF9B",-0.3375
"TAF9B",0.1957
"TAFII105",0
"TAFII170",0
"TAGAP",0
"TAGLN",0.5654
"TAGLN",-1.4503
"TAGLN2",0
"TAGLN3",0.0076
"TAIP-2",0.6302
"TAK1",0
"tAKR",-0.0893
"tAKR",-0.0655
"TAL1",-0.6008
"TAL1",0.0743
"TAL2",-0.3557
"TALDO1",0
"TAMM41",0
"TANC1",0
"TANC2",0
"TANGO2",0
"TANGO6",0
"TANK",0
"TAOK1",0
"TAOK2",-0.6505
"TAOK2",0.092
"TAOK3",0
"TAP1",-0.068
"TAP2",0
"tapasin",0
"TAPBP",0
"TAPBPL",0
"TAPT1",0
"TARBP-b",0
"TARBP1",-0.0212
"TARBP2",-2.4589
"TARDBP",-0.0117
"TARDBP",0.2228
"TARM1",0
"TARS",0
"TARS2",0
"TARSL2",0
"TAS1R1",0
"TAS1R2",0
"TAS2R1",0
"TAS2R10",-0.4343
"TAS2R13",0
"TAS2R14",0
"TAS2R16",0
"TAS2R19",0
"TAS2R20",0
"TAS2R3",0
"TAS2R31",0
"TAS2R38",0
"TAS2R39",0
"TAS2R4",0
"TAS2R40",0
"TAS2R41",0
"TAS2R43",0
"TAS2R46",0
"TAS2R5",0
"TAS2R50",0
"TAS2R60",0
"TAS2R7",0
"TAS2R8",0
"TAS2R9",0
"TASP1",-0.8071
"TAT",0.2612
"TAT",-0.5977
"TATDN1",0
"TATDN2",0
"TATDN3",0
"TAX1BP1",0.1187
"TAX1BP3",0
"TAZ",0
"TB1",0
"TBATA",0
"TBC1D1",0
"TBC1D10A",0
"TBC1D10B",0
"TBC1D10C",0
"TBC1D12",-0.2529
"TBC1D12",-0.1345
"TBC1D13",0
"TBC1D14",0
"TBC1D15",0
"TBC1D16",0
"TBC1D17",0.2805
"TBC1D19",-0.1228
"TBC1D2",0
"TBC1D20",0
"TBC1D21",0
"TBC1D22A",0.7332
"TBC1D22B",0
"TBC1D23",0
"TBC1D24",0
"TBC1D25",0
"TBC1D28",0
"TBC1D29",0
"TBC1D2B",-3.008
"TBC1D2B",0.1239
"TBC1D30",0
"TBC1D31",0
"TBC1D32",0
"TBC1D3B",0
"TBC1D3C",0
"TBC1D3F",0
"TBC1D3G",0
"TBC1D3H",0
"TBC1D3L",0
"TBC1D3P2",0
"TBC1D4",-0.0863
"TBC1D5",0.8
"TBC1D5",-0.1596
"TBC1D7",0
"TBC1D8",-0.6072
"TBC1D8B",0.1502
"TBC1D8B",-0.2883
"TBC1D9",-0.7255
"TBC1D9B",0
"TBCA",0
"TBCB",0
"TBCCD1",0
"TBCD",0
"TBCE",0
"TBCEL",0
"TBCK",0
"TBK1",0
"TBKBP1",0
"TBL1",0
"TBL1X",0.0173
"TBL1XR1",0.2751
"TBL1XR1",-0.2927
"TBL1XR1",-0.6081
"TBL1XR1",-0.1759
"TBL1Y",0.5827
"TBL2",0
"TBL3",0
"TBLR1",0
"TBN",0.2974
"TBP",0.1984
"TBPL1",1.0156
"TBPL2",0
"TBR1",-0.0315
"TBRG1",0
"TBRG4",0
"TBX1",0.0701
"TBX1",1.0078
"TBX10",-0.698
"TBX15",-0.1806
"TBX18",0
"TBX19",-0.2159
"TBX19",-0.0735
"TBX2",0.0648
"TBX20",-0.0242
"TBX21",-0.2012
"TBX22",-0.0185
"TBX3",-0.0439
"TBX3",0.0341
"TBX3-iso",0
"TBX4",0.0705
"TBX5",0.2555
"TBX5",-0.0619
"TBX6",0.3908
"TBXA2R",0
"TBXAS1",0
"TC1",0
"TC10",0
"TC21",0
"TC3",0
"TCAF1",0
"TCAF2",0
"tcag7.907",0
"TCAIM",0
"TCAM-1",0
"TCAP",0
"TCBAP0758",0
"TCEA1",0.1117
"TCEA1",-0.1181
"TCEA2",-0.0385
"TCEA3",0.3687
"TCEA3",0.9482
"TCEA3",1.6177
"TCEAL1",3.8595
"TCEAL2",-0.3332
"TCEAL3",0.058
"TCEAL4",0.0663
"TCEAL5",-0.0446
"TCEAL6",0.475
"TCEAL7",-0.1186
"TCEAL7",-0.2181
"TCEAL8",0.1526
"TCEAL9",0
"TCEANC",0
"TCEANC2",0
"TCEB1",-0.0386
"TCEB2",0.0469
"TCEB2",-4.1166
"TCEB3",-0.1878
"TCEB3",-0.4053
"TCEB3B",-0.0136
"TCEB3C",-0.2837
"TCEB3CL2",0
"TCEB3L",0
"TCERG1",-0.5384
"TCERG1L",0.2166
"TCF-3",0
"TCF1",-0.7365
"TCF1",0.2506
"TCF12",-0.104
"TCF12",-0.0716
"TCF12",0.4059
"TCF15",0.7829
"TCF15",0.2137
"TCF19",0.2594
"TCF19",0.1985
"TCF2",-0.4396
"TCF2",-0.0507
"TCF20",-0.1386
"TCF21",0.361
"TCF23",-0.0128
"TCF24",0
"TCF25",0.0515
"TCF25",-1.6931
"TCF3",-0.4299
"TCF3",-0.0676
"TCF4",-4.1127
"TCF7",0.3088
"TCF7L1",1.3707
"TCF7L2",-0.2589
"TCF7L2",0.0766
"TCF8",-0.0343
"TCFL5",1.1001
"TCFL5",1.2268
"TCHH",0
"TCHHL1",0
"TCHP",0
"TCIRG1",0
"TCL1A",0
"TCL1B",0
"TCL6",0
"TCN1",-1.4534
"TCN2",0
"TCOF1",-0.5215
"TCOF1",1.3812
"TCP1",0
"TCP10",0
"TCP10L",0
"TCP10L2",0
"TCP11",0
"TCP11L1",0
"TCP11L2",0.3239
"TCP11X2",0
"TCRA",0
"TCRB",0
"TCRBV13S1-TCRBJ2S1",0
"TCRG",0
"TCRGC2",0
"TCTA",0
"TCTE1",0
"TCTE3",0
"TCTEX1D1",-0.0274
"TCTEX1D2",0
"TCTEX1D4",0
"TCTN1",0
"TCTN2",0
"TCTN3",0
"TDG",0
"TDGF1",0.3144
"TDGF1",-0.1851
"TDGF1P3",0
"TDGF3",-0.0253
"TDH",0
"TDO2",0
"TDP1",0
"TDP2",0
"TDPGD",0
"TDRD1",0
"TDRD10",0
"TDRD12",0
"TDRD3",0
"TDRD5",0
"TDRD6",0
"TDRD7",0
"TDRD9",0
"TDRKH",-0.0172
"TDRKH",-0.0819
"TDRP",0
"TEAD1",-0.1595
"TEAD2",0.2986
"TEAD3",-0.8347
"TEAD3",-1.5373
"TEAD4",5.6761
"TEC",-0.3655
"TEC",-0.0338
"TECPR1",0
"TECPR2",0
"TECR",0
"TECRL",0
"TECTA",0
"TECTB",0
"TED",0
"TEDDM1",0
"TEF",-0.1393
"TEF",0.0703
"TEFM",0
"TEK",0
"TEKT1",0
"TEKT2",0
"TEKT3",0
"TEKT4",0
"TEKT4P2",0
"TEKT5",0
"TEL2",0
"TELO2",0
"TEM1",0
"TEM2",0
"TEM7",0
"TENC1",0
"TENM1",0
"TENM2",0
"TENM3",0
"TENM4",0
"TEP1",0.033
"TEP1",0.0153
"TEPP",0
"TEPSIN",0
"TERA",0
"TERB1",0
"TERB2",0
"TERE1",0
"TERF1",0.1639
"TERF1",-0.0149
"TERF1",-3.5498
"TERF2",-0.1303
"TERF2IP",0.7193
"TERT",0
"TES",0
"TESC",-0.41
"TESK1",0
"TESK2",0
"TESMIN",0
"TESPA1",0
"TET1",0
"TET2",0
"TETM4",0
"TEX10",0
"TEX101",0
"TEX11",0
"TEX12",0
"TEX13A",0
"TEX13B",0
"TEX14",0
"TEX15",0
"TEX19",0
"TEX2",0
"TEX22",0
"TEX26",0
"TEX261",0
"TEX264",0
"TEX28",0
"TEX29",0
"TEX30",0
"TEX33",0
"TEX35",0
"TEX36",0
"TEX37",0
"TEX38",0
"TEX40",0
"TEX43",0
"TEX9",0
"TF",0
"TFAM",0.1773
"TFAM",-0.2698
"TFAP2A",0.0611
"TFAP2B",0.5862
"TFAP2C",-0.9944
"TFAP2D",-0.0342
"TFAP2E",-0.4466
"TFAP4",-0.0149
"TFB1M",-0.6284
"TFB2M",-0.1194
"TFCP2",-0.5829
"TFCP2",1.5492
"TFCP2L1",0.5559
"TFDP1",-0.3904
"TFDP1",-1.5819
"TFDP2",0
"TFDP3",-0.1228
"TFE3",-0.0567
"TFEB",-0.118
"TFEC",-0.11
"TFEC",-0.0298
"TFF1",0
"TFF2",0
"TFG",0
"TFIIS",0
"TFIP11",-1.651
"TFNR",0
"TFPI",0
"TFPI2",3.9262
"TFPI2",0.0392
"TFPIbeta",0
"TFPT",0
"TFR2",0
"TFRC",0.5432
"TG",0
"TGDS",-2.0702
"tgf-beta",0
"TGFA",-1.3408
"TGFB1",0.2251
"TGFB1I1",-0.1603
"TGFB2",2.8863
"TGFB2",-0.3832
"TGFB3",-0.3719
"TGFB3",-0.3145
"TGFBI",0.0062
"TGFBR1",-0.2243
"TGFBR2",0
"TGFBR3",0.3445
"TGFBR3L",0
"TGFBRAP1",0.8552
"TGIF",-2.3892
"TGIF1",0
"TGIF2",0.1118
"TGIF2LX",0
"TGIF2LY",-0.0276
"TGM1",0.7295
"TGM2",0.0482
"TGM2",-0.1353
"TGM3",0
"TGM4",0
"TGM5",0
"TGM6",0
"TGM7",0
"TGOLN2",1.1147
"TGOLN2",-0.2173
"TGS1",-0.154
"TGT",0
"TH",0
"TH1",0
"TH1L",-0.1386
"TH1L",-0.0906
"THADA",0
"THAP1",-0.8141
"THAP10",0
"THAP11",0.4448
"THAP12",0
"THAP2",-0.0504
"THAP2",-0.0682
"THAP3",0
"THAP4",0
"THAP5",0
"THAP5P1",0
"THAP6",0
"THAP7",0.3152
"THAP8",0
"THAP9",0
"THBD",-0.7064
"THBS1",0.8459
"THBS1",3.1199
"THBS2",0
"THBS3",-1.7887
"THBS4",0
"THEG",0
"THEG5",0
"THEGL",0
"THEM2",-0.1213
"THEM4",0
"THEM5",0
"THEM6",0
"THEMIS",0
"THEMIS2",0
"THG-1",0
"THG1L",0
"THNSL1",0.1222
"THNSL2",0
"THOC1",-0.2467
"THOC2",2.655
"THOC3",0
"THOC5",0
"THOC6",0.3595
"THOC7",0
"THOP1",0
"THP1",0
"THPO",0
"THRA",0.1631
"THRA",1.7106
"THRA1",0
"THRAP1",0.1647
"THRAP1",-0.3107
"THRAP2",0.1088
"THRAP2",0.0978
"THRAP3",-0.1366
"THRAP3",-0.1638
"THRAP3",0.3939
"THRAP4",0.6256
"THRAP5",0.3394
"THRAP6",0.2744
"THRB",-0.2051
"THRSP",0
"THSD1",-0.2301
"THSD4",0
"THSD7A",0
"THTPA",0
"thTPO",0
"THUMPD1",0
"THUMPD2",0
"THUMPD3",0
"THW",0
"THY1",0
"THYN1",-0.3842
"TIA1",-0.2089
"TIAF1",0
"TIAL1",1.0274
"TIAM1",0.6988
"TIAM2",-0.159
"TICAM1",-0.3179
"TICAM1",0.1701
"TICAM2",0
"TICRR",0
"TIE1",0
"TIFA",0
"TIFAB",0
"TIGAR",0
"TIGD1",7e-04
"TIGD1",-0.1005
"TIGD2",-0.3156
"TIGD3",-0.4771
"TIGD4",-0.0419
"TIGD5",-0.2137
"TIGD6",0.1021
"TIGD6",0.0614
"TIGD7",-0.1537
"TIGIT",0
"TIL3",0
"TILZ4a",0
"TILZ4b",0
"TIM22",0
"TIM23",0
"TIMD4",0
"TIMELESS",-0.7805
"TIMELESS",0.2583
"TIMM10",0
"TIMM10B",0
"TIMM13",-0.1496
"TIMM13A",0
"TIMM13B",0
"TIMM17A",0
"TIMM17B",0
"TIMM21",0
"TIMM22",0
"TIMM23",0
"TIMM44",0
"TIMM8A",0
"TIMM8B",-0.0738
"TIMM9",0
"TIMMDC1",0
"TIMP1",-1.6029
"TIMP2",-1.4043
"TIMP3",0
"TIMP4",0
"TI0.0G",0
"TI0.0GL1",0
"TINF2",0
"TINUR",0
"TIP120",0
"TIP30",0
"TIP39",-0.9572
"TIPARP",-0.05
"TIPIN",0
"TIPR",0
"TIPRL",0
"TIRAP",0
"TITF1",0.239
"TITF1",-0.0797
"TJAP1",1.1006
"TJP1",0
"TJP2",0
"TJP3",-0.1931
"tk",0
"TK1",0
"TK2",0.6911
"TK2",0.318
"TKFC",0
"TKT",0
"TKTL1",0
"TKTL2",0
"TLCD1",0
"TLCD2",0
"TLDC1",0
"TLDC2",0
"TLE1",0.0605
"TLE2",0.4202
"TLE3",0.0246
"TLE3",-0.1554
"TLE4",-0.1119
"TLE4",-0.1468
"TLE6",-0.5266
"TLH29",0
"TLH6",0
"TLK1",0
"TLK2",0
"TLL1",-0.233
"TLL2",0
"TLN1",-0.0661
"TLN1",0.1402
"TLN2",0.3181
"TLN2",0.1173
"TLOC1",-0.3474
"TLOC1",-0.205
"TLOC1",-0.0485
"TLR1",0
"TLR10",0
"TLR2",0.2634
"TLR3",-0.0478
"TLR4",-0.1344
"TLR4",-0.027
"TLR4",0.5025
"TLR5",0
"TLR6",-0.3528
"TLR6",-0.1446
"TLR7",0
"TLR8",0
"TLR9",0.2139
"TLX1",-0.2764
"TLX2",-0.4565
"TLX2",2.2729
"TLX3",-0.3857
"TM2D1",0
"TM2D2",0
"TM2D3",0
"TM4SF1",1.0005
"TM4SF18",0
"TM4SF19",0
"TM4SF20",0
"TM4SF4",0
"TM4SF5",0.0248
"TM6SF1",0
"TM6SF2",0
"TM7SF2",-1.5445
"TM7SF2",0.8721
"TM7SF3",-0.1392
"TM7SF3",-0.1459
"TM9SF1",0
"TM9SF2",0
"TM9SF3",0
"TM9SF4",0
"TMA16",0
"TMA7",0
"TMBIM1",0
"TMBIM4",0
"TMBIM6",0
"TMC1",0
"TMC2",0
"TMC3",0
"TMC4",0
"TMC5",0
"TMC6",0
"TMC7",0
"TMC8",0
"TMCC1",-0.4747
"TMCC1",-3.6904
"TMCC2",0
"TMCC3",-0.279
"TMCC3",-0.079
"TMCO1",-2.2359
"TMCO1",-1.9507
"TMCO2",0
"TMCO3",0
"TMCO4",0
"TMCO5A",0
"TMCO6",0
"TMCO7",0
"TMED1",0
"TMED10",-0.0297
"TMED10P1",0
"TMED2",0
"TMED3",0
"TMED4",0
"TMED5",0.5771
"TMED5",-0.475
"TMED6",0
"TMED7",-0.3133
"TMED8",0
"TMED9",0
"TMEFF1",-0.2962
"TMEFF2",0
"TMEM1",0
"TMEM10",0.4128
"TMEM10",0.4126
"TMEM100",0
"TMEM101",2.4223
"TMEM102",0
"TMEM104",0
"TMEM105",0
"TMEM106A",-0.077
"TMEM106B",0
"TMEM106C",-0.1083
"TMEM107",1.3047
"TMEM107",0.6119
"TMEM108",0
"TMEM109",0
"TMEM11",0
"TMEM110",0
"TMEM110-MUSTN1",0
"TMEM111",0
"TMEM112",-0.8036
"TMEM112",-0.0696
"TMEM114",0
"TMEM115",0
"TMEM116",0
"TMEM117",-1.7415
"TMEM119",0
"TMEM120A",0
"TMEM120B",0
"TMEM121",0
"TMEM123",0
"TMEM125",0
"TMEM126A",0
"TMEM126B",0
"TMEM127",0
"TMEM128",0
"TMEM129",0
"TMEM130",0
"TMEM131",0
"TMEM132A",0
"TMEM132B",0
"TMEM132C",0
"TMEM132D",0
"TMEM132E",0
"TMEM133",-0.1447
"TMEM134",0
"TMEM135",0
"TMEM136",0
"TMEM138",0
"TMEM139",-0.1578
"TMEM140",0
"TMEM141",0
"TMEM142B",0.0595
"TMEM142B",0.2378
"TMEM143",0
"TMEM144",0
"TMEM145",0
"TMEM147",-0.1213
"TMEM149",0
"TMEM14A",0
"TMEM14B",0
"TMEM14C",0
"TMEM15",-0.9609
"TMEM150A",0
"TMEM150B",0
"TMEM150C",0
"TMEM151A",0
"TMEM151B",0
"TMEM154",0
"TMEM155",0
"TMEM156",0
"TMEM158",-0.3165
"TMEM158",-0.3538
"TMEM159",-0.7694
"TMEM159",-0.3907
"TMEM160",0
"TMEM161A",0
"TMEM161B",0
"TMEM163",0
"TMEM164",0
"TMEM165",-2.906
"TMEM165",0.9792
"TMEM167A",0
"TMEM167B",0
"TMEM168",0
"TMEM169",0
"TMEM16A",0.0175
"TMEM16A",0.1267
"TMEM16D",-0.3413
"TMEM16D",-0.4679
"TMEM17",0
"TMEM170",-0.3466
"TMEM170",-1.1285
"TMEM170A",0
"TMEM170B",0
"TMEM171",0
"TMEM173",0
"TMEM174",0
"TMEM175",0
"TMEM176A",0
"TMEM176B",0
"TMEM177",0
"TMEM178A",0
"TMEM178B",0
"TMEM179B",0
"TMEM18",-0.0494
"TMEM18",0.23
"TMEM180",0
"TMEM181",0
"TMEM182",0
"TMEM183A",0
"TMEM183B",0.1952
"TMEM184A",0
"TMEM184B",0
"TMEM184C",0
"TMEM185A",0
"TMEM185B",0
"TMEM186",0
"TMEM187",0
"TMEM188",0
"TMEM19",0
"TMEM190",0
"TMEM192",0
"TMEM194A",0
"TMEM196",0
"TMEM198",0
"TMEM199",0
"TMEM2",0.1688
"TMEM2",0.3608
"TMEM20",-0.2435
"TMEM20",0.0151
"TMEM200A",0
"TMEM200B",0
"TMEM200C",0
"TMEM201",0
"TMEM202",0
"TMEM203",0
"TMEM204",0
"TMEM205",0
"TMEM206",0
"TMEM207",0
"TMEM208",0
"TMEM209",0
"TMEM210",0
"TMEM212",0
"TMEM213",0
"TMEM214",0
"TMEM215",0
"TMEM216",0
"TMEM217",0
"TMEM218",0
"TMEM219",0
"TMEM22",0
"TMEM220",0
"TMEM221",0
"TMEM222",0
"TMEM223",0
"TMEM225",0
"TMEM229A",0
"TMEM229B",0
"TMEM230",0
"TMEM231",0
"TMEM232",0
"TMEM233",0
"TMEM235",0
"TMEM236",0
"TMEM237",0
"TMEM238",0
"TMEM239",0
"TMEM240",0
"TMEM241",0
"TMEM242",0
"TMEM243",0
"TMEM244",0
"TMEM245",0
"TMEM246",0
"TMEM248",0
"TMEM249",0
"TMEM25",0
"TMEM252",0
"TMEM253",0
"TMEM254",0
"TMEM255A",0
"TMEM255B",0
"TMEM256",0
"TMEM257",0
"TMEM258",0
"TMEM259",0
"TMEM26",0
"TMEM260",0
"TMEM261",0
"TMEM263",0
"TMEM266",0
"TMEM267",0
"TMEM268",0
"TMEM27",0
"TMEM28",0.0327
"TMEM30A",0
"TMEM30B",0
"TMEM31",0
"TMEM33",0
"TMEM35",0
"TMEM35A",0
"TMEM35B",0
"TMEM37",0
"TMEM38A",0
"TMEM38B",-0.0505
"TMEM38B",-0.0503
"TMEM39A",0
"TMEM39B",0
"TMEM4",-0.2191
"TMEM40",0
"TMEM41A",0.1366
"TMEM41B",0
"TMEM42",0
"TMEM43",0
"TMEM44",-0.0504
"TMEM44",-0.0773
"TMEM45A",1.1807
"TMEM45B",1.939
"TMEM46",-0.4889
"TMEM46",-0.7513
"TMEM47",0
"TMEM48",-0.4822
"TMEM48",1.4843
"TMEM5",0
"TMEM50A",0
"TMEM50B",1.0725
"TMEM50B",-0.7561
"TMEM51",0.1878
"TMEM52",0
"TMEM52B",0
"TMEM53",0
"TMEM54",0
"TMEM55A",-0.3044
"TMEM55B",-3.4433
"TMEM56",0
"TMEM57",0
"TMEM59",0
"TMEM59L",0
"TMEM60",0
"TMEM61",0.1825
"TMEM61",-0.3743
"TMEM62",-0.5551
"TMEM63A",0
"TMEM63B",0
"TMEM63C",0
"TMEM64",-0.7737
"TMEM64",-0.5199
"TMEM65",0
"TMEM66",1.3092
"TMEM67",0.0617
"TMEM68",0
"TMEM69",0
"TMEM70",0
"TMEM71",0
"TMEM72",0
"TMEM74",0
"TMEM74B",0
"TMEM75",0
"TMEM79",1.0189
"TMEM81",0
"TMEM82",0
"TMEM86A",0
"TMEM86B",0
"TMEM87A",0
"TMEM87B",-0.433
"TMEM87B",-0.4523
"TMEM88",0
"TMEM88B",0
"TMEM89",0
"TMEM8A",0
"TMEM8B",0
"TMEM8C",0
"TMEM9",0
"TMEM91",0
"TMEM92",0
"TMEM94",0
"TMEM95",0
"TMEM97",0.8444
"TMEM97",0.6858
"TMEM97",-3.9715
"TMEM98",-0.2414
"TMEM98",-0.8841
"TMEM99",0
"TMEM9B",0
"TMEPAI",1.548
"TMEPAI",0.3251
"TMF1",-0.3512
"TMG3",0
"TMG4",0
"TMIE",0
"TMIGD1",0
"TMIGD2",-0.074
"TMLHE",-0.0779
"TMLHE",-0.2808
"TMLHE",-0.2674
"TMOD1",-0.2332
"TMOD2",0
"TMOD3",0
"TMOD4",0
"TMPIT",0
"TMPO",-0.0903
"TMPPE",0
"TMPRSS11A",0
"TMPRSS11B",0
"TMPRSS11D",0
"TMPRSS11E",-1.6985
"TMPRSS11F",-0.4307
"TMPRSS13",-0.302
"TMPRSS13",-0.9417
"TMPRSS2",0
"TMPRSS3",0
"TMPRSS3d",0
"TMPRSS4",1.5241
"TMPRSS5",0
"TMPRSS6",0
"TMPRSS7",0
"TMPRSS9",0
"TMSB10",0
"TMSB15A",0
"TMSB15B",0
"TMSB4X",-0.0435
"TMSB4X",-0.3293
"TMSB4XP6",0
"TMSB4Y",0
"TMSL3",0.1758
"TMSL3",0.1184
"TMTC1",0
"TMTC2",0
"TMTC3",0
"TMTC4",0.11
"TMTC4",0.5229
"TMUB1",0
"TMUB2",0
"TMX",0
"TMX1",0
"TMX2",0
"TMX3",0
"TMX4",0
"T0.0P",0
"TNC",-1.594
"TNF",-0.0053
"TNF",-0.5852
"TNFAIP1",0.0345
"TNFAIP2",-0.6185
"TNFAIP3",-0.5448
"TNFAIP3",-1.212
"TNFAIP6",0
"TNFAIP8",0
"TNFAIP8L1",0.8444
"TNFAIP8L2",0
"TNFAIP8L3",0
"TNFRSF10A",-0.1123
"TNFRSF10B",0.3753
"TNFRSF10B",-0.4358
"TNFRSF10C",0
"TNFRSF10D",0
"TNFRSF11A",-0.3833
"TNFRSF11B",0
"TNFRSF12",0
"TNFRSF12A",0.1177
"TNFRSF13B",0
"TNFRSF13C",0
"TNFRSF14",1.4393
"TNFRSF17",0
"TNFRSF18",0
"TNFRSF19",0
"TNFRSF1A",-2.8519
"TNFRSF1A",-0.1503
"TNFRSF1B",-0.6263
"TNFRSF21",0
"TNFRSF25",0
"TNFRSF4",0.0093
"TNFRSF6B",-2.0005
"TNFRSF8",0.8009
"TNFRSF9",-0.2004
"TNFSF10",0.0189
"TNFSF11",0
"TNFSF12",0
"TNFSF13",0
"TNFSF13B",0
"TNFSF14",0
"TNFSF15",0
"TNFSF18",-0.0073
"TNFSF4",-0.0954
"TNFSF5",0
"TNFSF7",0
"TNFSF8",0
"TNFSF9",0
"TNG1",0
"TNG2",0
"TNIK",-0.2014
"TNIP1",0
"TNIP2",4.9037
"TNIP3",0
"TNK1",0
"TNK2",0
"TNKL",0
"TNKS",-0.099
"TNKS",-0.0802
"TNKS1BP1",0
"TNKS2",0
"TNMD",0
"TNN",0
"TNNC1",-0.0906
"TNNC2",0
"TNNI1",0.2079
"TNNI2",-0.6547
"TNNI3",0
"TNNI3K",0
"TNNT1",0
"TNNT2",0
"TNNT3",0
"TNP1",0.4986
"TNP2",0
"TNPO1",0
"TNPO2",0
"TNPO3",0
"TNR",0
"TNRC1",0
"TNRC18",0.4099
"TNRC18",0.7739
"TNRC3",0
"TNRC4",-0.1035
"TNRC5",0.4891
"TNRC5",0.2612
"TNRC6A",0
"TNRC6B",0
"TNRC6C",0.2484
"TNRC6C",0.1163
"TNS",0
"TNS1",0
"TNS2",0
"TNS3",0
"TNS4",-0.0624
"TNXB",0
"TOB1",0
"TOB2",0.1318
"TOB2",-1.2714
"TOE1",0
"TOK-1",0
"TOLLIP",-0.6851
"TOLLIP",-0.0751
"TOM1",0
"TOM1L1",-0.0587
"TOM1L1",-0.2675
"TOM1L1",1.7759
"TOM1L2",0
"tom22",0
"TOMM20",0.8523
"TOMM20",0.0143
"TOMM20L",0
"TOMM22",0
"TOMM34",0
"TOMM40",0
"TOMM40L",-0.418
"TOMM5",0
"TOMM6",0
"TOMM7",0
"TOMM70",0
"TONSL",0
"TOP1",0
"TOP1MT",-0.6718
"TOP2A",0
"TOP2B",0.1334
"TOP3A",0.4558
"TOP3B",0
"TOPAZ1",0
"TOPBP1",-0.0162
"TOPK",0
"TOPORS",-0.1337
"TOR1A",0
"TOR1AIP1",-0.3299
"TOR1AIP1",-0.2119
"TOR1AIP1",-0.3186
"TOR1AIP2",0
"TOR1B",0
"TOR2A",0
"TOR3A",0
"TOR4A",0
"TOSO",0
"TOX",0.1081
"TOX",-0.1755
"TOX2",0
"TOX3",0
"TOX4",0
"TP53",0.1082
"TP53AIP1",0
"TP53AP1",-0.6706
"TP53AP1",-2.0989
"TP53BP1",8.1984
"TP53BP2",-1.4202
"TP53I11",0.2827
"TP53I11",0.2894
"TP53I13",-0.3642
"TP53I13",0.1247
"TP53I3",0.783
"TP53INP1",0.0139
"TP53INP2",0
"TP53RK",0
"TP53TG1",0
"TP53TG3",0
"TP53TG5",0
"TP63",0
"TP73",0.4491
"TP73",0.3537
"TP73L",-0.3578
"TP73L",0.5031
"TPBG",0
"TPBGL",0
"TPCN1",0
"TPCN2",0
"TPD52",1.0058
"TPD52",-0.9363
"TPD52L1",0.2566
"TPD52L2",0
"TPD52L3",0
"TPGS1",0
"TPGS2",0
"TPH1",0
"TPH2",0
"TPI1",0
"TPI1P2",0
"TPK1",0
"TPM1",0.6734
"TPM1",0.2768
"TPM1",-2.9806
"TPM2",-0.3382
"TPM2",-0.0841
"TPM3",0.1671
"TPM3",0.1116
"TPM3",0.06
"TPM3P9",0
"TPM4",0.8138
"TPMT",-3.1291
"TPMT",-0.4968
"TPO",0
"TPP1",0.2488
"TPP2",-1.0663
"TPPP",-0.5544
"TPPP2",0
"TPPP3",0
"TPR",-0.3022
"TPR",-1.3949
"TPRA1",0
"TPRG1",0
"TPRG1L",0
"TPRKB",-0.3484
"tprmet fusion",0
"TPRN",0
"TPRX1",-0.3318
"TPRXL",-0.003
"TPS1",0
"TPSAB1",-0.0423
"TPSB2",0
"TPSD1",-0.103
"TPSG1",-0.3343
"TPST1",1.9791
"TPST2",0
"TPT",0
"TPT1",0
"TPTE",0
"TPTE2",0
"TPX2",-0.3668
"TR2D15",0
"TRA16",-2.6425
"TRA16",-0.9684
"TRA2A",-0.249
"TRA2A",0.1112
"TRA2B",0
"TRABD",0
"TRABD2A",0
"TRABD2B",0
"TRAD-d1",0
"TRADD",0
"TRAF1",0.2092
"TRAF1",0.0054
"TRAF2",0
"TRAF3",-5.5766
"TRAF3",-0.1188
"TRAF3IP1",0
"TRAF3IP2",0
"TRAF3IP3",-0.6242
"TRAF3IP3",-0.3829
"TRAF4",0
