"Gene","CBX4_Down"
"SLC39A5",0
"SLC39A6",1.6445
"SLC39A6",1.6445
"SLC39A7",0
"SLC39A8",0
"SLC39A9",0
"SLC3A1",0
"SLC3A2",0
"SLC40A1",0
"SLC41A1",0
"SLC41A2",0
"SLC41A3",0
"SLC43A1",0
"SLC43A2",0
"SLC43A2",0
"SLC43A3",-1.4379
"SLC43A3",-1.4379
"SLC44A1",0
"SLC44A2",0
"SLC44A3",0
"SLC44A4",0
"SLC44A5",0
"SLC45A2",0
"SLC45A3",0
"SLC45A4",0
"SLC46A1",1.9533
"SLC46A2",0
"SLC46A3",0
"SLC47A1",0
"SLC47A2",0
"SLC48A1",0
"SLC4A1",0
"SLC4A10",0
"SLC4A11",0
"SLC4A1AP",0
"SLC4A2",-1.6122
"SLC4A4",0
"SLC4A4",0
"SLC4A5",0
"SLC4A7",0
"SLC4A8",0
"SLC4A9",0
"SLC50A1",0
"SLC51A",0
"SLC51B",0
"SLC52A1",0
"SLC52A2",0
"SLC52A3",0
"SLC5A1",0
"SLC5A10",0
"SLC5A11",0
"SLC5A12",0
"SLC5A2",0
"SLC5A3",0
"SLC5A4",0
"SLC5A5",0
"SLC5A6",-1.5733
"SLC5A6",-1.5733
"SLC5A7",0
"SLC5A8",0
"SLC5A9",0
"SLC6A1",0
"SLC6A11",0
"SLC6A12",0
"SLC6A13",0
"SLC6A14",2.1165
"SLC6A15",1.6812
"SLC6A15",1.6812
"SLC6A15",1.6812
"SLC6A16",0
"SLC6A17",0
"SLC6A18",0
"SLC6A19",0
"SLC6A2",0
"SLC6A20",0
"SLC6A3",0
"SLC6A4",0
"SLC6A5",0
"SLC6A6",0
"SLC6A7",0
"SLC6A8",0
"SLC6A8",0
"SLC6A9",0
"SLC7A1",0
"SLC7A10",0
"SLC7A11",0
"SLC7A13",0
"SLC7A14",0
"SLC7A2",0
"SLC7A3",0
"SLC7A4",0
"SLC7A5",0
"SLC7A6",0
"SLC7A6",0
"SLC7A6OS",0
"SLC7A7",0
"SLC7A8",0
"SLC7A9",0
"SLC8A1",-1.4807
"SLC8A1",-1.4807
"SLC8A2",0
"SLC8A3",0
"SLC8B1",0
"SLC9A1",0
"SLC9A2",0
"SLC9A3",0
"SLC9A3R1",0
"SLC9A3R2",0
"SLC9A4",0
"SLC9A5",0
"SLC9A6",0
"SLC9A7",0
"SLC9A8",0
"SLC9A9",0
"SLC9A9",0
"SLC9B2",0
"SLC9C1",0
"SLC9C2",0
"SLCO1A2",0
"SLCO1B1",0
"SLCO1B3",0
"SLCO1B7",0
"SLCO1C1",0
"SLCO2A1",0
"SLCO2B1",0
"SLCO3A1",0
"SLCO4A1",-1.9421
"SLCO4C1",0
"SLCO4C1",0
"SLCO5A1",0
"SLCO6A1",0
"SLF1",0
"SLF2",0
"SLFN11",0
"SLFN12",0
"SLFN13",0
"SLFN14",0
"SLFN5",0
"SLFNL1",0
"SLIRP",0
"SLIT1",0
"SLIT2",0
"SLITRK1",0
"SLITRK2",1.4199
"SLITRK3",0
"SLITRK4",0
"SLITRK5",0
"SLITRK6",0
"SLK",0
"SLMAP",0
"SLMO2",0
"SLN",0
"SLP65",0
"SLPI",1.5314
"SLPI",1.5314
"SLTM",0
"SLTM",0
"SLU7",0
"SLURP1",2.0008
"SLX1B",0
"SLX4",0
"SLX4IP",0
"SMA3",0
"SMA4",0
"SMA5",0
"SMAC",0
"SMAD1",-1.4145
"SMAD1",-1.4145
"SMAD2",0
"SMAD3",0
"SMAD3",0
"SMAD4",0
"SMAD5",0
"SMAD6",0
"SMAD7",0
"SMAD9",0
"SMAGP",0
"sMAP",0
"smap-2b",0
"smap-3",0
"SMAP1",0
"SMAP2",0
"SMARCA1",0
"SMARCA2",0
"SMARCA2",0
"SMARCA4",0
"SMARCA4",0
"SMARCA5",0
"SMARCA6",0
"SMARCAD1",0
"SMARCAL1",0
"SMARCB1",0
"SMARCC1",1.5411
"SMARCC1",1.5411
"SMARCC2",0
"SMARCC2",0
"SMARCD1",0
"SMARCD1",0
"SMARCD2",0
"SMARCD3",0
"SMARCE1",0
"SMARCF1",0
"SMART-3",0
"SMART-4",0
"SMC1A",0
"SMC1A",0
"SMC2",0
"SMC3",0
"SMC4",-1.4093
"SMC5",0
"SMC6",0
"SMCHD1",0
"SMCO1",0
"SMCO2",0
"SMCO3",0
"SMCO4",0
"SMCP",0
"SMCR7",0
"SMCR7L",0
"SMCR7L",0
"SMCR8",0
"SMCY",0
"SMDT1",0
"SMG1",1.8926
"SMG5",0
"SMG6",1.5351
"SMG7",0
"SMG8",0
"SMG9",0
"SMIM1",0
"SMIM10",0
"SMIM10L2A",0
"SMIM10L2B",0
"SMIM11A",0
"SMIM12",0
"SMIM13",0
"SMIM14",0
"SMIM15",0
"SMIM19",0
"SMIM21",0
"SMIM24",0
"SMIM3",0
"SMIM4",0
"SMIM5",0
"SMIM6",0
"SMIM7",0
"SMIM8",0
"SMIM9",0
"SMKR1",0
"SMLR1",0
"SMN1",0
"SMN2",0
"SMNDC1",0
"SMO",0
"smoc1",0
"SMOC1",0
"SMOC1",0
"SMOC2",-1.5745
"SMOH",0
"SMOX",0
"SMP1",0
"SMPD1",0
"SMPD2",0
"SMPD3",1.606
"SMPD4",0
"SMPDL3A",0
"SMPDL3A",0
"SMPDL3B",0
"SMPX",0
"SMR3A",0
"SMR3B",0
"SMS",1.4607
"SMS3",0
"SMTN",0
"SMTNL1",0
"SMTNL2",0
"SMU1",0
"SMUG1",0
"SMURF1",0
"SMURF1",0
"SMURF2",1.4457
"SMURF2",1.4457
"SMYD1",0
"SMYD2",0
"SMYD3",0
"SMYD3",0
"SMYD4",0
"SMYD4",0
"SMYD5",0
"SN",0
"S0.0G1",0
"S0.0I1",0
"S0.0I2",0
"S0.0I3",0
"S0.0P23",0
"S0.0P25",0
"S0.0P29",0
"S0.0P47",0
"S0.0P50",0
"S0.0P91",0
"S0.0PC1",0
"S0.0PC2",0
"S0.0PC3",0
"S0.0PC4",0
"S0.0PC4",0
"S0.0PC5",0
"S0.0PC5",0
"S0.0PIN",0
"SNCA",0
"SNCAIP",0
"SNCB",0
"SNCG",0
"SND1",0
"SND1-IT1",0
"SNED1",0
"SNF1LK",0
"SNF1LK",0
"SNF1LK",0
"SNF8",0
"SNFT",0
"SNHG5",0
"SNHG8",0
"SNIP1",0
"SNIP1",0
"SNN",0
"SNORA10",0
"SNORA14A",0
"SNORA15",0
"SNORA16B",0
"SNORA17",0
"SNORA20",0
"SNORA22",0
"SNORA24",0
"SNORA25",0
"SNORA27",0
"SNORA29",0
"SNORA33",0
"SNORA35",0
"SNORA36A",0
"SNORA52",0
"SNORA5A",0
"SNORA5B",0
"SNORA5C",0
"SNORA60",0
"SNORA63",0
"SNORA65",0
"SNORA67",0
"SNORA69",0
"SNORA70",0
"SNORA70C",0
"SNORA9",0
"SNORD103A",0
"SNORD103B",0
"SNORD116-10",0
"SNORD116-20",0
"SNORD116-4",0
"SNORD116-6",0
"SNORD123",0
"SNORD124",0
"SNORD125",0
"SNORD13",0
"SNORD13P2",0
"SNORD141A",0
"SNORD14A",0
"SNORD18C",0
"SNORD2",0
"SNORD22",0
"SNORD23",0
"SNORD24",0
"SNORD33",0
"SNORD36B",0
"SNORD46",0
"SNORD54",0
"SNORD61",0
"SNORD62A",0
"SNORD8",0
"SNORD83A",0
"SNORD96B",0
"SNPH",0
"SNRK",1.4983
"SNRK",1.4983
"SNRNP200",0
"SNRNP25",0
"SNRNP27",0
"SNRNP35",0
"SNRNP40",0
"SNRNP48",0
"SNRNP70",0
"SNRPA",0
"SNRPA",0
"SNRPA",0
"SNRPA1",0
"SNRPB",0
"SNRPB2",0
"SNRPC",0
"SNRPD1",0
"SNRPD2",0
"SNRPD3",0
"SNRPE",0
"SNRPEP2",0
"SNRPF",0
"SNRPG",0
"SNRPN",1.4073
"SNT-1",0
"SNT-2",0
"SNTA1",0
"SNTB1",0
"SNTB2",0
"SNTG1",0
"SNTG2",0
"SNTN",0
"SNU13",0
"SNUPN",0
"SNURF",1.5027
"SNURFL",0
"SNW1",0
"SNX 3A",0
"SNX1",0
"SNX10",0
"SNX11",0
"SNX12",0
"SNX13",0
"SNX14",0
"SNX15",0
"SNX16",0
"SNX17",0
"SNX18",0
"SNX19",0
"SNX2",0
"SNX20",0
"SNX21",0
"SNX22",0
"SNX24",1.4412
"SNX25",0
"SNX27",0
"SNX29",0
"SNX3",0
"SNX30",0
"SNX31",0
"SNX32",0
"SNX33",0
"SNX4",0
"SNX5",0
"SNX6",0
"SNX7",0
"SNX8",-1.4959
"SNX9",0
"SNX9",0
"SOAT1",0
"SOAT1",0
"SOAT1",0
"SOAT2",0
"SOBP",0
"SOCS-1",0
"SOCS1",0
"SOCS1",0
"SOCS2",0
"SOCS2",0
"SOCS3",0
"SOCS3",0
"SOCS4",0
"SOCS5",0
"SOCS5",0
"SOCS6",0
"SOCS7",-1.5157
"SOD1",0
"SOD2",0
"SOD3",0
"SODD",0
"sOdftrance",0
"SOGA3",0
"SOHLH1",0
"SOHLH1",0
"SOHLH2",0
"SOHLH2",0
"SOLH",-1.5662
"SON",1.6119
"SORBS1",0
"SORBS1",0
"SORBS1",0
"SORBS2",1.4407
"SORBS3",0
"SORCS1",0
"SORCS2",0
"SORCS3",0
"SORD",0
"SORL1",0
"SORT1",1.7228
"SORT1",1.7228
"SOS1",0
"SOS2",0
"SOST",0
"SOSTDC1",0
"SOWAHB",0
"SOWAHC",0
"SOWAHD",0
"SOX1",0
"SOX1",0
"SOX10",0
"SOX10",0
"SOX11",0
"SOX11",0
"SOX12",0
"SOX12",0
"SOX13",0
"SOX14",0
"SOX15",0
"SOX17",-1.6969
"SOX17",-1.6969
"SOX18",0
"SOX2",-1.7859
"SOX2",-1.7859
"SOX21",0
"SOX21",0
"SOX3",0
"SOX3",0
"SOX30",0
"SOX4",1.8693
"SOX4",1.8693
"SOX5",0
"SOX5",0
"SOX5",0
"SOX6",1.4663
"SOX7",0
"SOX7",0
"SOX8",0
"SOX8",0
"SOX9",1.4801
"SP1",0
"SP1",0
"SP100",1.075
"SP100",1.075
"SP100",1.075
"SP100-B",0
"SP110",0
"SP140",0
"SP140L",0
"SP192",0
"SP2",0
"SP2",0
"SP3",-1.4228
"SP3",-1.4228
"sp32",0
"SP329",0
"SP38",0
"SP4",0
"SP5",0
"SP5",0
"SP5",0
"SP6",0
"SP7",0
"SP8",0
"SP9",0
"SPA17",0
"SPACA1",0
"SPACA3",0
"SPACA4",0
"SPACA5",0
"SPACA5B",0
"SPACA7",0
"SPACA9",0
"SPACRCAN",0
"SPAG1",0
"SPAG1",0
"SPAG11A",0
"SPAG11B",0
"SPAG16",0
"SPAG16",0
"SPAG17",0
"SPAG4",0
"SPAG5",-1.4157
"SPAG6",0
"SPAG6",0
"SPAG7",0
"SPAG8",0
"SPAG9",0
"SPAM1",0
"SPANX",0
"SPANXA1",0
"SPANXA2-OT1",0
"SPANXB1",0
"SPANXC",0
"SPANXN1",0
"SPANXN2",0
"SPANXN3",0
"SPANXN4",0
"SPANXN5",0
"SPAP1",0
"SPAR",0
"SPARC",0
"SPARCL1",0
"SPAST",0
"SPATA1",0
"SPATA12",0
"SPATA13",0
"SPATA16",0
"SPATA17",0
"SPATA18",0
"SPATA18",0
"SPATA18",0
"SPATA19",0
"SPATA2",0
"SPATA20",0
"SPATA21",0
"SPATA22",0
"SPATA24",0
"SPATA25",0
"SPATA2L",0
"SPATA31A1",0
"SPATA31A3",0
"SPATA31A5",0
"SPATA31A6",0
"SPATA31A7",0
"SPATA31C1",0
"SPATA31C2",0
"SPATA31D1",0
"SPATA31D3",0
"SPATA31D4",0
"SPATA31D5P",0
"SPATA31E1",0
"SPATA32",0
"SPATA33",0
"SPATA4",0
"SPATA45",0
"SPATA5",0
"SPATA5L1",0
"SPATA6",0
"SPATA6",0
"SPATA6L",0
"SPATA7",0
"SPATA8",0
"SPATA9",0
"SPATC1",0
"SPATC1L",0
"SPATS1",0
"SPATS2",0
"SPATS2L",0
"SPBC25",0
"SPBPBP",0
"SPC25",-1.7591
"SPCS1",0
"SPCS2",0
"SPCS3",0
"SPDEF",0
"SPDL1",0
"SPDYA",0
"SPDYC",0
"SPDYE1",0
"SPDYE2",1.4901
"SPDYE2B",0
"SPDYE3",1.4385
"SPDYE4",0
"SPDYE5",0
"SPDYE7P",1.8434
"SPEC1",0
"SPECC1",0
"SPEF1",0
"SPEF2",0
"SPEG",0
"SPEM1",0
"SPEN",1.5469
"SPEN",1.5469
"SPEN",1.5469
"spermidinespermine N1-acetyltransferase",0
"SPERT",0
"SPESP1",0
"SPF45",0
"SPG11",0
"SPG20",0
"SPG21",0
"SPG4",0
"SPG7",-1.4515
"SPG7",-1.4515
"SPG7",-1.4515
"SPHAR",0
"SPHK1",1.7546
"SPHK2",0
"SPHKAP",0
"SPI1",0
"SPIB",0
"SPIB",0
"SPIC",0
"SPICE1",0
"SPIDR",0
"SPIN",0
"SPIN1",0
"SPIN2",0
"SPIN2A",0
"SPIN2B",0
"SPIN3",0
"SPIN4",-1.7446
"SPINK1",1.7468
"SPINK13",0
"SPINK14",0
"SPINK2",0
"SPINK4",1.7696
"SPINK5",2.0818
"SPINK5L3",0
"SPINK6",1.5614
"SPINK7",0
"SPINK8",0
"SPINK9",0
"SPINLW1",0
"SPINT1",0
"SPINT2",0
"SPINT3",0
"SPINT4",0
"Spir-1",0
"SPIRE1",0
"SPIRE2",0
"SPN",0
"SPNS1",0
"SPNS2",0
"SPNS3",0
"SPO11",0
"SPOCD1",2.5145
"SPOCK1",0
"SPOCK2",0
"SPOCK3",0
"SPON1",0
"SPON2",1.7265
"SPOP",0
"SPOPL",0
"SPOUT1",0
"SPP1",0
"SPP2",0
"SPPL2A",0
"SPPL2B",0
"SPPL2C",0
"SPPL3",0
"SPR",0
"SPR1",0
"SPRED1",0
"SPRED1",0
"SPRED2",0
"SPRED3",0
"SPRN",0
"SPRR1A",1.6512
"SPRR1A",1.6512
"SPRR1B",1.4235
"SPRR2A",0
"SPRR2B",0
"SPRR2C",0
"SPRR2D",1.4244
"SPRR2E",0
"SPRR2F",0
"SPRR2G",2.2366
"SPRR3",3.4637
"SPRR4",0
"SPRTN",0
"SPRY1",0
"SPRY2",0
"SPRY3",0
"SPRY4",0
"SPRYD3",0
"SPRYD7",0
"SPSB1",0
"SPSB1",0
"SPSB2",0
"SPSB3",0
"SPSB4",0
"SPTA1",0
"SPTAN1",0
"SPTB",1.4715
"SPTBN1",0
"SPTBN2",0
"SPTBN3",0
"SPTBN4",0
"SPTBN5",0
"SPTLC1",0
"SPTLC2",1.4055
"SPTLC2",1.4055
"SPTLC3",1.4266
"SPTSSA",0
"SPTSSB",0
"SPTY2D1",0
"SPUF",0
"SPX",0
"SPZ1",0
"SQLE",0
"SQRDL",0
"SQSTM1",0
"SR-A",0
"SR140",0
"SRA1",0
"SRA1",0
"SRA1",0
"SRB7",0
"SRBD1",0
"SRC",0
"SRCAP",0
"SRCL",0
"SRD5A1",0
"SRD5A2",0
"SRD5A2L",0
"SRD5A3",0
"SREB3",0
"SREBF1",0
"SREBF1",0
"SREBF2",0
"SREBF2",0
"SREC",0
"SREK1",0
"SREK1IP1",0
"SRF",0
"SRF",0
"SRF",0
"SRFBP1",0
"SRGAP1",4.2103
"SRGAP2",0
"SRGAP3",0
"SRGN",0
"SRI",0
"SRI",0
"SRM",0
"SRM300",0
"SRMS",0
"SRP14",0
"SRP19",0
"SRP1gamma",0
"SRp40",0
"SRP54",0
"SRP68",0
"SRP72",0
"SRP9",0
"SRP9",0
"SRPK1",0
"SRPK2",0
"SRPK2",0
"SRPK3",0
"SRPRA",0
"SRPRB",0
"SRPSOX",0
"SRPX",0
"SRPX2",1.9649
"SRR",0
"SRRD",0
"SRRM1",0
"SRRM2",0
"SRRM3",0
"SRRM4",0
"SRRM5",0
"SRRT",0
"SRSF1",0
"SRSF10",0
"SRSF11",0
"SRSF12",0
"SRSF2",0
"SRSF3",0
"SRSF4",0
"SRSF5",0
"SRSF6",0
"SRSF7",0
"SRSF8",0
"SRSF9",0
"SRXN1",0
"SRY",0
"SS18",0
"SS18L1",0
"SS18L1",0
"SS18L2",0
"SSB",0
"SSBP1",0
"SSBP2",0
"SSBP2",0
"SSBP3",0
"SSBP3",0
"SSBP4",-1.5255
"SSC4D",0
"SSC5D",0
"SSFA2",1.4599
"SSH1",1.5378
"SSH2",0
"SSH3",0
"SSI-3",0
"SSMEM1",0
"SS0.01",0
"SSPN",0
"SSPO",0
"SSR1",0
"SSR2",0
"SSR2",0
"SSR3",0
"SSR4",0
"SSRP1",-1.4739
"SSSCA1",0
"SST",0
"SSTR1",0
"SSTR2",0
"SSTR3",0
"SSTR4",0
"SSTR5",0
"SSTRIP",0
"SSU72",0
"SSUH2",0
"SSX1",0
"SSX2",0
"SSX2",0
"SSX2IP",0
"SSX3",0
"SSX4",0
"SSX4B",0
"SSX5",0
"SSX6",0
"SSX7",0
"SSX8",0
"SSX9",0
"SSXTSSX4 fusion",0
"SSXTSSX4v fusion",0
"ST13",0
"ST14",0
"ST16",0
"ST18",0
"ST1B2",0
"st2",0
"ST20",0
"ST3Gal VI",0
"ST3GAL1",0
"ST3GAL1",0
"ST3GAL2",0
"ST3GAL2",0
"ST3GAL3",-1.4627
"ST3GAL3",-1.4627
"ST3GAL4",0
"ST3GAL5",1.4741
"ST3GAL6",0
"ST5",0
"ST6GAL1",0
"ST6GAL1",0
"ST6GAL2",0
"ST6GAL0.0C1",0
"ST6GAL0.0C2",0
"ST6GAL0.0C2",0
"ST6GAL0.0C3",0
"ST6Gal0.0c4",0
"ST6GAL0.0C4",0
"ST6GAL0.0C5",0
"ST6GAL0.0C6",0
"ST6GAL0.0CIV",0
"ST7",0
"ST7",0
"ST7L",0
"ST8SIA1",0
"ST8SIA2",0
"ST8SIA3",0
"ST8SIA4",0
"ST8SIA5",0
"ST8SIA6",0
"STAB1",0
"STAB1",0
"STAB2",0
"STAC",0
"STAC",0
"STAC2",0
"STAC3",0
"STAG1",0
"STAG2",0
"STAG3",0
"STAG3L1",1.8091
"STAG3L4",0
"STAM",0
"STAM2",0
"STAMBP",1.4222
"STAMBPL1",-1.57
"STAP1",0
"STAP2",0
"STAR",-1.425
"STARD10",0
"STARD13",0
"STARD13",0
"STARD3",0
"STARD3NL",0
"STARD4",0
"STARD5",0
"STARD6",0
"STARD7",0
"STARD8",0
"STARD9",0
"STAT1",1.5728
"STAT1",1.5728
"STAT2",0
"STAT3",0
"STAT3",0
"STAT3",0
"STAT4",0
"STAT4",0
"STAT5A",0
"STAT5A",0
"STAT5B",0
"STAT6",0
"STATH",0
"STATIP1",0
"STAU",0
"STAU1",0
"STAU2",1.4073
"staufen",0
"STBD1",0
"STC1",0
"STC2",1.6253
"STC2",1.6253
"STE",0
"STEAP1",0
"STEAP1",0
"STEAP1B",0
"STEAP2",0
"STEAP3",0
"STEAP4",0
"stem cell factor, SCF",0
"STEP",0
"STG",0
"STH",0
"STIL",0
"STIM1",0
"STIM2",0
"STIP1",0
"STIP1",0
"STK10",0
"STK11",0
"STK11",0
"STK11IP",0
"STK16",0
"STK17A",0
"STK17A",0
"STK17B",-1.5242
"STK19",0
"STK24",0
"STK25",0
"STK25",0
"STK26",0
"STK3",1.4188
"STK31",0
"STK32A",0
"STK32B",0
"STK32C",0
"STK33",0
"STK35",0
"STK36",0
"STK38",1.5208
"STK38L",0
"STK38L",0
"STK39",0
"STK4",1.4808
"STK40",0
"STK6",0
"STK9",0
"STKLD1",0
"STM",0
"STM7",0
"STMN1",0
"STMN2",0
"STMN3",-1.5716
"STMN4",0
"STMND1",0
"STOM",0
"STOML1",0
"STOML2",0
"STOML3",0
"STON1",0
"STON1-GTF2A1L",0
"STON2",0
"STON2",0
"STOX1",0
"STOX2",1.5041
"STPG1",0
"STPG2",0
"STPG3",0
"STRA13",0
"STRA6",0
"STRA8",0
"STRADA",0
"STRADB",0
"STRAIT11499",0
"STRAP",0
"STRBP",0
"STRC",0
"STRIN",0
"STRIP1",0
"STRIP2",0
"STRL33",0
"STRN",0
"STRN3",0
"STRN3",0
"STRN3",0
"STRN4",0
"STS",0
"STS-1",0
"STT3A",0
"STT3B",0
"STUB1",0
"STUM",0
"STX10",0
"STX10",0
"STX11",0
"STX12",1.5927
"STX16",0
"STX17",0
"STX18",0
"STX19",0
"STX1A",0
"STX1B",0
"STX2",0
"STX3",1.4824
"STX4",0
"STX5",0
"STX6",1.4624
"STX6",1.4624
"STX6",1.4624
"STX7",0
"STX8",0
"STXBP1",0
"STXBP2",0
"STXBP3",0
"STXBP4",0
"STXBP5",0
"STXBP5L",0
"STXBP6",0
"STXBP6",0
"STXBP6",0
"STYK1",0
"STYX",0
"STYXL1",0
"SUB1",0
"SUB1",0
"SUB1",0
"SUB1P1",0
"SUCLA2",0
"SUCLA2",0
"SUCLG1",0
"SUCLG2",0
"SUCNR1",0
"SUCO",0
"SUDS3",0
"SUFU",0
"SUFU",0
"SUGCT",0
"SUGP1",0
"SUGP2",0
"SUGT1",0
"SUGT1P1",0
"SUHW1",0
"SUHW2",0
"SUHW3",0
"SUHW4",0
"SULF1",0
"SULF2",0
"SULT1A1",0
"SULT1A2",0
"SULT1A3",0
"SULT1A3",0
"SULT1B1",0
"SULT1C1",0
"SULT1C2",0
"SULT1C3",0
"SULT1C4",0
"SULT1E1",-1.5676
"SULT2A1",0
"SULT2B1",0
"SULT4A1",1.4901
"SULTX3",0
"SUMF1",0
"SUMF2",0
"SUMO1",0
"SUMO1P1",0
"SUMO1P3",0
"SUMO2",0
"SUMO2",0
"SUMO3",0
"SUN1",0
"SUN2",0
"SUN3",0
"SUN5",0
"SUOX",0
"SUPAR",0
"SUPT16H",0
"SUPT16H",0
"SUPT20H",0
"SUPT20HL1",0
"SUPT20HL2",0
"SUPT3H",0
"SUPT4H1",0
"SUPT4H1",0
"SUPT5H",0
"SUPT6H",0
"SUPT6H",0
"SUPT7L",0
"SUPT7L",0
"SUPV3L1",0
"SUR1",0
"SURB7",0
"SURF1",0
"SURF2",0
"SURF4",0
"SURF5",0
"SURF5",0
"SURF5",0
"SURF6",0
"SUSD1",0
"SUSD2",0
"SUSD3",0
"SUSD4",0
"SUSD5",0
"SUSD6",0
"SUT1",0
"SUV39H1",-1.683
"SUV39H2",-1.4073
"SUV39H2",-1.4073
"SUV420H1",0
"SUV420H1",0
"SUV420H2",0
"SUZ12",0
"SUZ12",0
"SUZ12",0
"SV2A",0
"SV2B",0
"SV2C",0
"SVBP",0
"SVCT1",0
"SVCT2",0
"SVEP1",0
"SVIL",1.5937
"SVIP",-1.4631
"SVOP",0
"SVOPL",0
"SWAP70",1.4496
"SWI5",0
"SWSAP1",0
"SWT1",0
"SYAP1",0
"SYBU",0
"SYCE1",0
"SYCE1L",0
"SYCE2",0
"SYCE3",0
"SYCN",0
"SYCP1",0
"SYCP2",0
"SYCP2L",0
"SYCP3",0
"SYDE1",0
"SYDE2",0
"SYF2",0
"SYK",0
"SYMPK",0
"SYN1",0
"SYN2",0
"SYN3",0
"SYNC",1.5142
"SYNCOILIN",0
"SYNCRIP",0
"SYNCRIP",0
"SYNCRIP",0
"SYNDIG1",0
"SYNDIG1L",0
"SYNE1",0
"SYNE2",1.786
"SYNE3",0
"SYNE4",0
"SYNGAP1",0
"SYNGR1",0
"SYNGR2",0
"SYNGR3",0
"SYNGR4",0
"SYNJ1",0
"SYNJ1",0
"SYNJ2",0
"SYNJ2",0
"SYNJ2BP",0
"SYNM",0
"SYNPO",1.6789
"SYNPO2",0
"SYNPO2L",0
"SYNPR",0
"SYNRG",0
"SYP",0
"SYPL1",0
"SYPL1",0
"SYPL2",0
"SYS1",0
"SYT1",0
"SYT10",0
"SYT11",0
"SYT12",-1.4008
"SYT13",0
"SYT14",0
"SYT15",0
"SYT16",0
"SYT17",0
"SYT2",0
"SYT3",0
"SYT4",0
"SYT5",0
"SYT7",0
"SYT8",-1.8383
"SYT9",0
"SYT9",0
"SYTL1",0
"SYTL2",1.5512
"SYTL3",0
"SYTL4",0
"SYTL5",0
"SYVN1",0
"SYVN1",0
"SZF1",0
"SZRD1",0
"T",0
"T-Star",0
"T1A-2",0
"T3 receptor-associating cofactor-1, TRAC-1",0
"TA-NFKBH",0
"TAAR1",0
"TAAR2",0
"TAAR3",0
"TAAR5",0
"TAAR6",0
"TAAR8",0
"TAAR9",0
"TAB1",0
"TAB2",0
"TAB3",0
"TAC1",0
"TAC1R",0
"TAC3",0
"TAC3RL",0
"TAC4",0
"TACC1",0
"TACC1",0
"TACC2",0
"TACC2",0
"TACC3",0
"TACI",0
"TACO1",0
"TACR1",0
"TACR2",0
"TACR3",0
"TACSTD2",0
"TACTILE",0
"TADA1",0
"TADA1L",0
"TADA2A",0
"TADA2B",0
"TADA2L",0
"TADA2L",0
"TADA3",0
"TADA3L",0
"TADA3L",0
"TAF1",1.4222
"TAF1",1.4222
"TAF10",0
"TAF11",0
"TAF12",0
"TAF13",0
"TAF15",0
"TAF1A",0
"TAF1B",0
"TAF1C",0
"TAF1C",0
"TAF1D",0
"TAF1L",0
"TAF2",0
"TAF2",0
"TAF2",0
"TAF2C1",0
"TAF2Q",0
"TAF3",0
"TAF3",0
"TAF3",0
"TAF4",0
"TAF4B",0
"TAF5",0
"TAF5L",0
"TAF5L",0
"TAF6",-1.4645
"TAF6L",0
"TAF7",0
"TAF7L",0
"TAF8",0
"TAF9",0
"TAF9",0
"TAF9",0
"TAF9B",1.417
"TAF9B",1.417
"TAF9B",1.417
"TAFII105",0
"TAFII170",0
"TAGAP",0
"TAGLN",2.9025
"TAGLN",2.9025
"TAGLN2",0
"TAGLN3",0
"TAIP-2",0
"TAK1",0
"tAKR",0
"tAKR",0
"TAL1",0
"TAL1",0
"TAL2",0
"TALDO1",0
"TAMM41",0
"TANC1",0
"TANC2",1.6891
"TANGO2",0
"TANGO6",0
"TANK",0
"TAOK1",0
"TAOK2",0
"TAOK2",0
"TAOK3",0
"TAP1",0
"TAP2",0
"tapasin",0
"TAPBP",0
"TAPBPL",0
"TAPT1",-1.5053
"TARBP-b",0
"TARBP1",0
"TARBP2",0
"TARDBP",0
"TARDBP",0
"TARM1",0
"TARS",0
"TARS2",0
"TARSL2",0
"TAS1R1",0
"TAS1R2",0
"TAS2R1",0
"TAS2R10",0
"TAS2R13",0
"TAS2R14",0
"TAS2R16",0
"TAS2R19",0
"TAS2R20",0
"TAS2R3",0
"TAS2R31",0
"TAS2R38",0
"TAS2R39",0
"TAS2R4",0
"TAS2R40",0
"TAS2R41",0
"TAS2R43",0
"TAS2R46",0
"TAS2R5",0
"TAS2R50",0
"TAS2R60",0
"TAS2R7",0
"TAS2R8",0
"TAS2R9",0
"TASP1",0
"TAT",0
"TAT",0
"TATDN1",0
"TATDN2",0
"TATDN3",0
"TAX1BP1",0
"TAX1BP3",0
"TAZ",0
"TB1",0
"TBATA",0
"TBC1D1",0
"TBC1D10A",0
"TBC1D10B",0
"TBC1D10C",0
"TBC1D12",0
"TBC1D12",0
"TBC1D13",0
"TBC1D14",0
"TBC1D15",0
"TBC1D16",0
"TBC1D17",0
"TBC1D19",0
"TBC1D2",0
"TBC1D20",0
"TBC1D21",0
"TBC1D22A",0
"TBC1D22B",0
"TBC1D23",0
"TBC1D24",0
"TBC1D25",0
"TBC1D28",0
"TBC1D29",0
"TBC1D2B",0
"TBC1D2B",0
"TBC1D30",0
"TBC1D31",0
"TBC1D32",0
"TBC1D3B",0
"TBC1D3C",0
"TBC1D3F",1.6627
"TBC1D3G",0
"TBC1D3H",0
"TBC1D3L",0
"TBC1D3P2",0
"TBC1D4",0
"TBC1D5",0
"TBC1D5",0
"TBC1D7",0
"TBC1D8",0
