"Gene","FOXP1"
"DYRK3",-0.2742
"DYRK3",0.2797
"DYRK4",-1.3568
"DYSF",-0.3313
"DYSF",0.2736
"dystrophin",0
"DYTN",0
"DYX1C1",0
"DZANK1",0
"DZIP1",0
"DZIP1L",0
"DZIP3",0
"E2F1",-0.3832
"E2F2",-1.217
"E2F2",0.0495
"E2F3",-1.4167
"E2F4",-1.9811
"E2F4",-1.0248
"E2F5",-0.4725
"E2F6",-0.4682
"E2F7",0.0088
"E2F8",-0.3296
"E2IG3",0
"E2IG4",0
"E2IG5",0
"E2k",0
"E4F1",1.2765
"EAA3",0
"Eab1",0
"EAF1",0.6328
"EAF1",-0.2464
"EAF1",0.2726
"EAF1-AS1",0
"EAF2",-1.1073
"EAP30",0
"EAPP",0
"EARS2",0
"EB386378",0
"EBAG9",0
"EBF",0
"EBF1",0.1028
"EBF2",0.256
"EBF3",0.5607
"EBF3",0.1046
"EBF4",0
"EBI3",0.1593
"EBI3",-0.5997
"EBLN2",0
"EB0.01BP2",0
"EBP",0
"EBP1",0
"EBPL",0
"EC45",0
"ECAC1",0
"ECD",0.0758
"ECE1",0
"ECE2",0
"ECEL1",0
"ECH1",0
"ECHDC1",0
"ECHDC2",0
"ECHDC3",0
"ECHS1",0
"ECI1",0
"ECI2",0
"ECM1",0
"ECM2",0
"ECOP",-5.6411
"ECRG4",0
"ECSCR",0
"ECSIT",-1.4498
"ECT2",-0.8022
"ECT2",-0.4567
"ECT2",0.1692
"ECT2L",0
"ED1",0
"EDA",0.1734
"EDA",-0.2837
"EDA2R",-0.3835
"EDAG",0
"EDAR",0
"EDARADD",0
"EDC3",0
"EDC4",0
"EDD",0
"EDDM3A",0
"EDDM3B",0
"EDEM1",1.3071
"EDEM1",0.0096
"EDEM2",0
"EDEM3",0
"EDF1",0.0157
"EDG1",-0.331
"EDG3",0
"EDG4",-0.1196
"EDG5",0
"EDG6",0
"EDG7",1.7264
"EDG7",-0.3328
"EDG7",0.4483
"EDG8",-0.2984
"EDG8",-0.7101
"EDIL3",0
"EDN1",-0.984
"EDN2",-0.3965
"EDN3",0
"EDNRA",-0.163
"EDNRA",-0.3198
"EDNRB",0
"EDR1",0
"EDRF1",0
"EEA1",-0.3861
"EEA1",-0.0367
"EED",-0.1426
"EEF1A1",0
"EEF1A1L14",0
"EEF1A2",0
"EEF1AKMT1",0
"EEF1B2",0
"EEF1D",-0.1341
"EEF1D",-0.1182
"EEF1E1",0.6119
"EEF1G",0
"EEF2",0.2411
"EEF2K",0
"EEF2KMT",0
"EEFSEC",0
"EEN-B2-L4",0
"EEPD1",0
"EFCAB1",0
"EFCAB10",0
"EFCAB11",0
"EFCAB12",0
"EFCAB13",0
"EFCAB14",0
"EFCAB2",0
"EFCAB3",0
"EFCAB6",0
"EFCAB7",0
"EFCAB9",0
"EFCC1",0
"EFEMP1",-0.2095
"EFEMP2",0
"EFHA1",0.0632
"EFHB",0
"EFHC1",0.0139
"EFHC2",0
"EFHD1",0
"EFHD2",-0.3667
"EFHD2",-1.0193
"EFL1",0
"EF0.01",-0.6081
"EF0.01",-0.078
"EF0.02",-0.1069
"EF0.03",-0.3115
"EF0.04",0
"EF0.05",0.206
"EF0.05",-0.2757
"EFNB1",-0.4417
"EFNB2",-0.1472
"EFNB2",-0.6431
"EFNB3",0
"EFR3A",0
"EFR3B",0
"EFS",-0.7265
"EFTUD2",0
"EGF",-0.7547
"EGFL6",0
"EGFL7",1.0728
"EGFL8",0
"EGFLAM",0
"EGFR",0
"EGLN1",1.54
"EGLN1",-1.8082
"EGLN2",0
"EGLN3",0.3429
"EGR1",1.1744
"EGR2",0.3381
"EGR3",0.0928
"EGR4",0.0857
"EHBP1",0
"EHBP1L1",0
"EHD1",-0.421
"EHD2",0
"EHD3",-0.6009
"EHD4",1.2447
"EHF",1.3061
"EHHADH",0
"EHM2",0
"EHMT1",-0.5413
"EHMT1",-0.009
"EHMT1-IT1",0
"EHMT2",-0.1917
"EHMT2",-0.1923
"EHMT2",-0.1304
"EI24",0.9394
"EID1",0.2814
"EID2",-1.22
"EID2B",0.3839
"EID3",-0.2941
"EIF1",-0.2153
"EIF1",-0.2152
"EIF1AD",0
"EIF1AX",0
"EIF1AY",0
"EIF1B",0
"EIF2A",0
"EIF2AK1",0
"EIF2AK2",-0.1901
"EIF2AK2",-0.6324
"EIF2AK3",0.5472
"EIF2AK4",0
"EIF2B1",0
"EIF2B2",0
"EIF2B3",0
"EIF2B4",0
"EIF2B5",-3.3444
"EIF2C1",-0.5023
"EIF2C1",-1.4959
"EIF2C2",-0.0224
"EIF2C3",0.3202
"EIF2C4",0.6516
"EIF2C4",0.5678
"EIF2D",0
"EIF2S1",0
"EIF2S2",0
"EIF2S3",0
"eIF3",0
"EIF3A",0
"EIF3B",0
"EIF3C",0
"EIF3CL",0
"EIF3D",0
"EIF3E",0
"EIF3F",0
"EIF3G",0
"EIF3H",0
"EIF3I",0
"EIF3J",0
"EIF3K",0
"EIF3L",0
"EIF3M",0
"EIF3S1",-0.1172
"EIF3S10",0.0495
"EIF3S12",0.2118
"EIF3S12",-0.2414
"EIF3S8",0.1068
"EIF3S8",-0.1238
"EIF4A1",0
"EIF4A2",0
"EIF4A3",0
"EIF4B",0
"EIF4E",0.1462
"EIF4E",-0.0224
"EIF4E1B",0
"EIF4E2",0.0121
"EIF4E3",0
"EIF4EBP1",0.078
"EIF4EBP2",-0.7015
"EIF4EBP2",-0.8279
"EIF4EBP3",0
"EIF4ENIF1",0
"EIF4G1",0
"EIF4G2",0.0899
"EIF4G3",-0.1585
"EIF4G3",0.9055
"EIF4H",0
"EIF5",0
"EIF5A",0
"EIF5A2",0.1086
"EIF5AL1",0
"EIF5B",-0.7391
"eIF6",0
"EIF6",0
"EKI1",0
"EL953211",0
"ELA1",-0.5916
"ELA2",0
"ELAC1",-0.0852
"ELAC2",0
"ELANE",0
"ELAVL1",0.5519
"ELAVL1",0.0427
"ELAVL2",-0.5093
"ELAVL2",-0.298
"ELAVL3",0
"ELAVL4",0
"ELF1",0.4977
"ELF2",0.3402
"ELF3",0.4285
"ELF4",-1.4352
"ELF4",0.0587
"ELF5",0.0546
"ELF5",-0.1691
"ELF5",-0.2894
"ELFN1",0
"ELFN2",0
"ELK1",-0.3024
"ELK3",0.2061
"ELK4",0.534
"ELL",1.5257
"ELL",0.047
"ELL2",0.2367
"ELL2",-0.3832
"ELL3",-1.3351
"ELL3",-1.9111
"ELMO1",0
"ELMO2",0
"ELMO3",-0.0873
"ELMOD1",0
"ELMOD2",0
"ELMOD3",0
"ELMSAN1",0
"ELN",0
"ELOF1",-0.2195
"ELOVL1",0
"ELOVL2",0
"ELOVL3",0
"ELOVL4",-0.0735
"ELOVL5",0
"ELOVL6",2.8849
"ELOVL7",0
"ELP2",0
"ELP3",-0.0829
"ELP3",-0.3359
"ELP4",1.198
"ELP5",0
"ELP6",0
"ELSPBP1",0
"EMB",0
"EMC1",0
"EMC10",0
"EMC2",0
"EMC3",0
"EMC4",0
"EMC6",0
"EMC7",0
"EMC8",0
"EMC9",0
"EMCN",0
"EMD",0
"EME1",0
"EME2",0
"EMG1",0
"EMID1",0
"EMILIN1",0.8924
"EMILIN2",2.4397
"EMILIN3",-0.3083
"EML1",0.1039
"EML2",-3.4844
"EML3",0
"EML4",0
"EML6",0
"EMP1",-0.1963
"EMP2",0.02
"EMP3",0
"EMR1",0
"EMR2",0
"EMSY",0
"EMX1",-0.0546
"EMX2",0.1385
"EN1",0.1405
"EN2",-0.5837
"E0.0H",-0.0162
"E0.0H",-0.1844
"E0.0M",0
"ENC1",2.298
"ENC1",-3.0304
"ENDOD1",0
"ENDOG",0
"ENDOGL2",0
"endothelin-A receptor delta 3-4",0
"ENDOU",0
"ENDOV",0
"ENG",-0.5106
"ENGASE",0
"ENHO",0
"ENKD1",0
"ENKUR",0
"ENO1",0.2074
"ENO1",0.1843
"ENO1B",0
"ENO1L1",0
"ENO2",0
"ENO3",0
"ENOPH1",0
"ENOSF1",0
"ENOX1",0
"ENOX2",0
"ENPEP",0
"ENPP1",-0.0611
"ENPP1",-0.8172
"ENPP2",0
"ENPP3",0
"ENPP4",0
"ENPP5",0
"ENPP6",0
"ENPP7",0
"ENSA",0
"ENST00000219090",0
"ENST00000253461",0
"ENST00000258451",0
"ENST00000258869",0
"ENST00000269290",0
"ENST00000270031",0
"ENST00000273009",0
"ENST00000287912",0
"ENST00000293743",0
"ENST00000296446",0
"ENST00000303521",0
"ENST00000309178",0
"ENST00000311275",0
"ENST00000312876",0
"ENST00000313664",0
"ENST00000318245",0
"ENST00000319327",0
"ENST00000319763",0
"ENST00000319778",0
"ENST00000322446",0
"ENST00000324808",0
"ENST00000324928",0
"ENST00000327574",0
"ENST00000330381",0
"ENST00000331733",0
"ENST00000331736",0
"ENST00000335883",0
"ENST00000339363",0
"ENST00000339388",0
"ENST00000340249",0
"ENST00000340621",0
"ENST00000341045",0
"ENST00000342409",0
"ENST00000343253",0
"ENST00000344759",0
"ENST00000344859",0
"ENST00000355232",0
"ENST00000357132",0
"ENST00000357303",0
"ENST00000357778",0
"ENST00000360201",0
"ENST00000368172",0
"ENST00000368503",0
"ENST00000369334",0
"ENST00000369399",0
"ENST00000370094",0
"ENST00000370217",0
"ENST00000370659",0
"ENST00000370857",0
"ENST00000370911",0
"ENST00000371264",0
"ENST00000371327",0
"ENST00000372165",0
"ENST00000373287",0
"ENST00000374747",0
"ENST00000374976",0
"ENST00000375678",0
"ENST00000376598",0
"ENST00000377836",0
"ENST00000382123",0
"ENST00000382881",0
"ENST00000383497",0
"ENST00000383748",0
"ENST00000390369",0
"ENST00000390629",0
"ENST00000391338",0
"ENST00000391366",0
"ENST00000391418",0
"ENST00000392994",0
"ENST00000393610",0
"ENST00000394494",0
"ENST00000395137",0
"ENST00000395260",0
"ENST00000395270",0
"ENST00000398769",0
"ENST00000399573",0
"ENST00000399686",0
"ENST00000401432",0
"ENST00000401649",0
"ENST00000401851",0
"ENST00000403017",0
"ENST00000405592",0
"ENST00000406610",0
"ENST00000407600",0
"ENST00000409736",0
"ENST00000412051",0
"ENST00000412431",0
"ENST00000412449",0
"ENST00000412600",0
"ENST00000412698",0
"ENST00000413178",0
"ENST00000413847",0
"ENST00000414055",0
"ENST00000414725",0
"ENST00000414736",0
"ENST00000415891",0
"ENST00000416025",0
"ENST00000416446",0
"ENST00000416501",0
"ENST00000417060",0
"ENST00000417915",0
"ENST00000422725",0
"ENST00000424686",0
"ENST00000424947",0
"ENST00000424972",0
"ENST00000425276",0
"ENST00000427175",0
"ENST00000432203",0
"ENST00000433332",0
"ENST00000435941",0
"ENST00000436453",0
"ENST00000437974",0
"ENST00000440584",0
"ENST00000440601",0
"ENST00000440703",0
"ENST00000440834",0
"ENST00000440988",0
"ENST00000442121",0
"ENST00000442764",0
"ENST00000443124",0
"ENST00000443689",0
"ENST00000444227",0
"ENST00000445400",0
"ENST00000445903",0
"ENST00000446664",0
"ENST00000448309",0
"ENST00000448477",0
"ENST00000449089",0
"ENST00000450802",0
"ENST00000450900",0
"ENST00000451472",0
"ENST00000453171",0
"ENST00000458238",0
"ENST00000458619",0
"ENST00000463407",0
"ENST00000464873",0
"ENST00000469044",0
"ENST00000478922",0
"ENST00000479241",0
"ENST00000479870",0
"ENST00000480218",0
"ENST00000481490",0
"ENST00000482713",0
"ENST00000488380",0
"ENST00000490693",0
"ENTHD1",0
"ENTPD1",0.0872
"ENTPD2",0
"ENTPD3",-0.389
"ENTPD3",-5.0309
"ENTPD4",0
"ENTPD5",-0.199
"ENTPD5",-0.2023
"ENTPD6",0
"ENTPD7",-0.072
"ENTPD7",-0.1269
"ENTPD8",-0.3096
"ENY2",-0.0082
"ENY2",-0.1688
"EOGT",0
"EOMES",0.2953
"EOS",0
"EP300",-0.3107
"EP400",0.0037
"EPAS1",-0.1282
"EPAS1",-0.2351
"EPB4.1",0
"EPB41",-0.3348
"EPB41",0.3181
"EPB41L1",-0.1484
"EPB41L1",-0.0372
"EPB41L2",-0.5305
"EPB41L3",-0.1718
"EPB41L4",0
"EPB41L4A",0
"EPB41L4B",0.4678
"EPB41L4B",1.355
"EPB41L5",0
"EPB42",0
"EPC1",0.1633
"EPC2",0.718
"EPCAM",0
"EPDR1",0
"EPG5",0
"EPGN",0.3078
"EPHA1",0
"EPHA2",-1.497
"EPHA3",0
"EPHA4",0
"EPHA5",0.1095
"EPHA5",0.0673
"EPHA7",0
"EPHA8",0
"EphB1",0
"EPHB1",0
"EPHB2",-0.0669
"EPHB3",1.4482
"EPHB4",-0.7278
"EPHB6",0
"EPHX1",0
"EPHX2",-0.7748
"EPHX3",0
"EPHX4",0
"EPIM",0
"EPLG8",0
"EPLIN",0
"EPM2A",0
"EPM2AIP1",0
"EPN1",0
"EPN2",0
"EPN3",0.0232
"EPN3",0.0346
"EPO",-0.6113
"EPOR",0
"EPPIN",0
"EPPIN1",0
"EPPIN3",0
"EPPK1",0
"EPR1",0
"EPRS",0.5156
"EPS15",0.3503
"EPS15",0.2088
"EPS15L1",0
"EPS15R",0
"EPS8",-0.3241
"EPS8L1",0
"EPS8L2",-0.7194
"EPS8L3",-0.5701
"epsilon-FD",0
"EPSIN",0
"EPSTI1",0
"EPX",0
"EPYC",0
"EQTN",0
"ER81",0
"ERAL1",0
"ERAP1",0
"ERAP2",0
"ERAS",0
"ERBB2",0
"ERBB3",-0.058
"ERBB4",-0.3118
"ERBIN",0
"ERC1",-0.3771
"ERC2",0
"ERCC1",0
"ERCC2",-0.7477
"ERCC2",-0.27
"ERCC3",2.1274
"ERCC4",0
"ERCC5",0.4793
"ERCC6",0.2943
"ERCC6L",0
"ERCC6L2",0
"ERCC8",-0.3221
"EREG",-0.0631
"EREG",-0.1389
"ERF",-0.1315
"ERG",0.1303
"ERG",0.2243
"ERG-1",0
"ERG1",0
"ERG2",0
"ERGIC1",0
"ERGIC2",0.4929
"ERGIC3",0
"ERGL",0
"ERH",0
"ERI1",0
"ERI2",0
"ERI3",0
"ERICH1",0
"ERICH2",0
"ERICH3",0
"ERICH4",0
"ERICH5",0
"ERICH6",0
"ERICH6B",0
"ERK",0
"ERK1",0
"ERLEC1",0
"ERLIN1",0
"ERLIN2",0
"erm",0
"ERMAP",0
"ERMARD",0
"ERMN",0
"ERMP1",0
"ERN1",-0.0238
"ERN1",0.1534
"ERN1",-0.2332
"ERN2",0.7909
"ERO1-L(BETA)",0
"ERO1A",0
"ERO1B",0
"ERO1L",0
"ERO1LB",0.1535
"ERO1LB",0.0834
"ERP27",0
"ERP29",0
"ERP44",0
"ERRB2",0
"ERRFI1",0.0452
"ERRG2",0
"ERV3-1",0
"ERVFRD-1",0
"ERVH-6",0
"ERVK-6",0
"ERVMER34-1",0
"ERVV-1",0
"ERVV-2",0
"ERVW-1",0
"ESAM",0
"ESCO1",0
"ESCO2",-0.8383
"ESD",0.0427
"ESE-1",0
"ESE-3",0
"ESF1",0.1059
"ESM1",0
"ESP13.2",0
"ESPL1",-3.1174
"ESPL1",-0.2855
"ESPN",0
"ESPNL",0
"ESR",0
"ESR1",0
"ESR2",-0.4873
"ESRG",0
"ESRP1",0
"ESRP2",0
"ESRRA",0
"ESRRB",-0.4103
"ESRRG",-0.4202
"EST-YD1",0
"estrogen receptor-related protein",0
"ESX1",0.3176
"ESYT1",0
"ESYT2",0
"ESYT3",0
"ET",0
"ET(B)R-LP-2",0
"ETAA1",0
"ETAA16",0
"ETF1",0
"ETFA",3.749
"ETFA",0.216
"ETFB",0
"ETFBKMT",0
"ETFDH",0
"ETFRF1",0
"ETHE1",0
"ETL",0
"ETNK1",0.1602
"ETNK1",0.4144
"ETNK2",0
"ETNPPL",0
"ETS1",-0.4784
"ETS1",-0.2031
"ETS1",-0.2346
"ETS2",-0.0507
"ETS2",-0.3803
"ETV1",-0.0521
"ETV1",-0.4316
"ETV2",0
"ETV3",-0.8794
"ETV3L",0
"ETV4",-0.1112
"ETV5",-0.3723
"ETV6",0.2157
"ETV6",-0.0159
"ETV6-NTRK3 fusion",0
"ETV7",0.4928
"EVA1",1.5607
"EVA1",0.1071
"EVA1A",0
"EVA1B",0
"EVA1C",0
"EVC",-0.1541
"EVC",-0.2404
"EVC2",0
"Evi-1",0
"EVI1",-0.1465
"EVI1",0.0833
"EVI1",-0.2353
"EVI27",0
"EVI2A",0
"EVI2B",-0.2411
"EVI5",0
"EVI5L",-0.4996
"EVL",0
"EVPL",-0.3588
"EVPLL",0
"EVX1",-3.0487
"EVX2",0
"EWSR1",-3.2174
"EWSR1",-0.8075
"EWSZSG fusion",0
"EXD1",0
"EXD2",0
"EXD3",0
"EXO1",-0.6715
"EXO5",0
"EXOC1",0
"EXOC2",0
"EXOC3L1",0
"EXOC3L2",0
"EXOC3L4",0
"EXOC4",-2.6685
"EXOC5",0
"EXOC6",-1.1593
"EXOC6",-0.438
"EXOC6B",0
"EXOC7",0
"EXOC8",-0.1626
"EXOC8",-3.0375
"EXOG",0
"EXOSC1",0
"EXOSC10",0.0267
"EXOSC2",0
"EXOSC3",0
"EXOSC4",-0.5403
"EXOSC5",-0.0558
"EXOSC6",-0.5183
"EXOSC7",1.8343
"EXOSC7",-0.5021
"EXOSC8",0
"EXOSC9",0.8904
"EXPH5",0.2729
"EXT1",-0.3678
"EXT1",-2.8149
"EXT2",0.1488
"EXTL1",0
"EXTL2",-0.4298
"EXTL3",0
"EY892390",0
"EYA1",0.0974
"EYA1C",0
"EYA2",-0.0167
"EYA3",-0.5106
"EYA4",0.0873
"EYA4",0.078
"EYS",0
"EZH1",-0.6107
"EZH2",0.4141
"EZR",0
"F004222",0
"F005050",0
"F007155",0
"F017995",0
"F022991",0
"F026402",0
"F029778",0
"F034956",0
"F035625",0
"F037195",0
"F040105",0
"F052151",0
"F053356",0
"F055000",0
"F059252",0
"F059274",0
"F064243",0
"F064491",0
"F070588",0
"F070618",0
"F072468",0
"F074264",0
"F074382",0
"F077954",0
"F083105",0
"F10",0
"F101434",0
"F11",0
"F11R",4.7689
"F11R",-0.5612
"F12",0
"F13A1",0
"F13B",0
"F17127_1",0
"F2",0
"F2R",0.0766
"F2RL1",-0.2291
"F2RL2",0
"F2RL3",-0.242
"F3",-0.1538
"F5",0
"F7",0
"F8",0
"F8A1",-1.0008
"F8A2",0
"F9",0
"FA2H",0
"FAAH",0
"FAAH2",0
"FAAP100",0
"FAAP20",0
"FAAP24",0
"FABP1",0
"FABP12",0
"FABP2",0
"FABP3",-0.6273
"FABP4",0.0972
"FABP5",-0.0426
"FABP5P1",0
"FABP5P3",0
"FABP5P7",0
"FABP6",0
"FABP7",0
"FABP9",0
"FACL1",0
"FACL5",0
"FACTP140",0
"FADD",0
"FADS1",-0.4029
"FADS1",-0.4846
"FADS2",0
"FADS3",0
"FAF1",1.0044
"FAF2",0
"FAH",2.3983
"FAHD1",0
"FAHD2A",0
"FAHD2B",0
"FAIM",0
"FAIM2",0
"FALZ",0
"FAM100B",-0.3173
"FAM101A",1.8405
"FAM101A",0.2456
"FAM101B",0.2135
"FAM101B",1.0166
"FAM102A",-1.0945
"FAM102B",0
"FAM103A1",0
"FAM104A",-3.5814
"FAM104A",-0.4983
"FAM104B",0
"FAM105A",0
"FAM106A",0.1286
"FAM107A",-0.2754
"FAM107A",0.023
"FAM107A",0.0382
"FAM107B",0
"FAM108B1",0
"FAM109A",0
"FAM109B",-0.4343
"FAM110A",0
"FAM110B",0
"FAM110C",-0.1047
"FAM110C",-0.0533
"FAM110D",0
"FAM111A",-0.3497
"FAM111A",-0.0614
"FAM111B",-0.6566
"FAM113B",-0.1571
"FAM114A1",-0.2245
"FAM114A1",-0.0842
"FAM114A2",0
"FAM115A",0
"FAM117A",0
"FAM117B",0
"FAM118A",-0.4633
"FAM118B",0
"FAM119A",0
"FAM119B",-0.3032
"FAM119B",0.0128
"FAM11B",-0.4938
"FAM120A",0
"FAM120AOS",0
"FAM120B",-0.6421
"FAM120B",-0.2661
"FAM120C",0
"FAM122A",0
"FAM122B",0
"FAM122C",0
"FAM123A",-0.1201
"FAM123B",0.152
"FAM124A",0
"FAM124B",0
"FAM126A",0
"FAM126B",0
"FAM127A",-0.5356
"FAM127A",-1.216
"FAM127B",0
"FAM127C",0
"FAM128B",0
"FAM129A",0.0866
"FAM129B",0
"FAM131A",0
"FAM131B",0
"FAM131C",0
"FAM132A",0
"FAM133A",0
"FAM133B",0
"FAM134A",0
"FAM134B",0
"FAM134C",0
"FAM135A",0
"FAM135B",0
"FAM136A",0
"FAM136B",0
"FAM138A",0
"FAM13A",0
"FAM13B",0
"FAM13C",0
"FAM149A",0
"FAM149B1",0
"FAM14A",-0.4384
"FAM150A",0
"FAM150B",0
"FAM151A",0
"FAM151B",0
"FAM153A",0
"FAM153B",0
"FAM155A",0
"FAM155B",0
"FAM156A",0
"FAM156B",0
"FAM157A",0
"FAM157B",0
"FAM158A",0
"FAM159A",0
"FAM159B",0
"FAM160A1",0
"FAM160A2",0
"FAM160B1",0
"FAM160B2",0
"FAM161A",0
"FAM162A",0
"FAM162B",0
"FAM163A",0
"FAM163B",0
"FAM165B",0
"FAM166A",0
"FAM166B",0
"FAM167A",0
"FAM167A-AS1",0
"FAM167B",0
"FAM168A",0
"FAM168B",0
"FAM169A",0
"FAM169B",0
"FAM170A",0
"FAM170B",0
"FAM171A1",0
"FAM171A2",0
"FAM171B",0
"FAM172A",0
"FAM173A",0
"FAM173B",0
"FAM174A",0
"FAM174B",0
"FAM175A",0
"FAM175B",0
"FAM176A",0
"FAM176B",0
"FAM177A1",0
"FAM177B",0
"FAM178B",0
"FAM179A",0
"FAM179B",0
"FAM180A",0
"FAM181A",0
"FAM181B",0
"FAM183A",0
"FAM183BP",0
"FAM184A",0
"FAM184B",0
"FAM185A",0
"FAM186A",0
"FAM186B",0
"FAM187B",0
"FAM188A",0
"FAM188B",0
"FAM189A1",0
"FAM189A2",0
"FAM189B",0
"FAM192A",0
"FAM193A",0
"FAM196A",0
"FAM196B",0
"FAM198A",0
"FAM198B",0
"FAM199X",0
"FAM19A1",0
"FAM19A2",0
"FAM19A3",0
"FAM19A4",0
"FAM19A5",0
"FAM200A",0
"FAM200B",0
"FAM204A",0
"FAM205A",0
"FAM205BP",0
"FAM205C",0
"FAM206A",0
"FAM207A",0
"FAM208B",0
"FAM209A",0
"FAM209B",0
"FAM20A",0
"FAM20B",0
"FAM20C",0
"FAM210A",0
"FAM210B",0
"FAM212B",0
"FAM213A",0
"FAM214A",0
"FAM214B",0
"FAM216A",0
"FAM216B",0
"FAM217A",0
"FAM217B",0
"FAM218A",0
"FAM219A",0
"FAM219B",0
"FAM21A",0
"FAM21C",0
"FAM220A",0
"FAM221A",0
"FAM221B",0
"FAM222A",0
"FAM222B",0
"FAM223A",0
"FAM223B",0
"FAM226B",0
"FAM227A",0
"FAM227B",0
"FAM228A",0
"FAM229A",0
"FAM229B",0
"FAM22A",0
"FAM234A",0
"FAM234B",0
"FAM24A",0
"FAM24B",0
"FAM25A",0
"FAM25BP",0
"FAM25C",0
"FAM25G",0
"FAM26D",0
"FAM26E",0
"FAM26F",0
"FAM27C",0
"FAM27E3",0
"FAM32A",0.1603
"FAM35A",-0.2973
"FAM35A",-0.2408
"FAM3A",0
"FAM3B",0
"FAM3C",-0.5536
"FAM3C",-0.2525
"FAM3C",0.8277
"FAM3D",0
"FAM40B",-0.4085
"FAM43A",0
"FAM43B",1.6853
"FAM43B",0.2602
"FAM45A",0
"FAM45B",0
"FAM46A",1.1701
"FAM46B",-1.9681
"FAM46C",0
"FAM46D",0
"FAM47A",0
"FAM47B",0
"FAM47C",0
"FAM47DP",0
"FAM47E",0
"FAM48A",-0.595
"FAM49A",-0.1512
"FAM49B",-0.5315
"FAM50A",0
"FAM50B",0
"FAM53A",0
"FAM53B",-0.5171
"FAM53B",-0.4485
"FAM53C",0
"FAM54A",-1.4986
"FAM57A",0.4339
"FAM57B",0
"FAM58A",0
"FAM59A",-0.4388
"FAM59A",0.0828
"FAM5C",0
"FAM60A",0.0219
"FAM60A",-1.3066
"FAM63A",-0.3158
"FAM63A",0.0524
"FAM63A",-1.0431
"FAM63B",0
"FAM64A",1.483
"FAM65A",0
"FAM65B",0
"FAM65C",0
"FAM69A",0
"FAM69B",0.1823
"FAM69C",0
"FAM71A",0
"FAM71B",0
"FAM71C",0
"FAM71D",0
"FAM71E1",0
"FAM71E2",0
"FAM71F1",0
"FAM71F2",0
"FAM72A",0
"FAM72B",0
"FAM72D",0
"FAM73B",0
"FAM74A1",0
"FAM74A3",0
"FAM76A",0
"FAM76B",0
"FAM78A",0
"FAM78B",0
"FAM79A",-1.2385
"FAM79B",-0.9264
"FAM80B",-0.0081
"FAM81A",0
"FAM83A",-0.2888
"FAM83A",0.6788
"FAM83A-AS1",0
"FAM83B",0
"FAM83C",0
"FAM83D",4.588
"FAM83E",0
"FAM83F",0
"FAM83G",0
"FAM83H",0.321
"FAM83H",-0.0672
"FAM84A",-6.9278
"FAM84A",-0.1828
"FAM84B",2.008
"FAM86B1",0
"FAM86B2",0
"FAM86B3P",0
"FAM86C",0
"FAM86C1",0
"FAM87A",0
"FAM89A",0
"FAM89B",-0.9177
"FAM8A1",-0.0144
"FAM8A1",-0.1293
"FAM90A1",0
"FAM90A10P",0
"FAM90A20P",0
"FAM91A1",0
"FAM92A1",0
"FAM92B",0
"FAM95B1",0
"FAM96A",0
"FAM96B",0
"FAM98A",-0.0458
"FAM98A",-1.2522
"FAM98B",0
"FAM98C",0
"FAM9A",0
"FAM9B",-0.0367
"FAM9C",0
"FAN1",0
"FANCA",0.2029
"FANCB",0
"FANCC",-0.42
"FANCD2",-0.4992
"FANCD2",-0.9599
"FANCD2OS",0
"FANCE",0.5163
"FANCF",0
"FANCG",0.115
"FANCI",0
"FANCL",0.0658
"FANCM",0
"FANK1",0
"FAP",0
"FAP48",0
"FAR1",0
"FAR2",0
"FARP1",0
"FARP2",0
"FARS2",-1.1857
"FARSA",0
"FARSB",0
"FAS",1.679
"FASLG",0
"FASN",-2.5383
"FASTK",0
"FASTKD1",0
"FASTKD2",0
"FASTKD3",0
"FASTKD5",-0.1686
"FAT1",0
"FAT2",0
"FAT4",0
"FATE1",0
"FAXC",0
"FAXDC2",0
"FBF1",0
"FBI1",0
"FBI12",0
"FBL",0
"FBLIM1",0.1707
"FBLIM1",0.0799
"FBLIM1",1.5811
"FBLN1",0
"FBLN2",0
"FBLN5",0
"FBLN7",0
"FBN1",0
"FBN2",0
"FBN3",0
"FBP1",0
"FBP2",0
"FBP3",0
"FBRNP",0
"FBRS",0
"FBRSL1",0
"FBX4",0
"FBX6",0
"FBXL10",-0.4436
"FBXL10",-0.5618
"FBXL11",-1.4812
"FBXL12",0
"FBXL13",0
"FBXL14",0
"FBXL15",0
"FBXL16",0.2157
"FBXL17",0
"FBXL18",-0.246
"FBXL19",0
"FBXL2",0
"FBXL20",-0.1099
"FBXL21",0
"FBXL3",3.061
"FBXL4",-0.0026
"FBXL4",0.1048
"FBXL5",0
"FBXL6",0
"FBXL7",0
"FBXL8",0
"FBXO10",0
"FBXO11",0
"FBXO15",0
"FBXO16",9e-04
"FBXO17",-0.1583
"FBXO18",0
"FBXO2",-1.1975
"FBXO21",-0.4468
"FBXO22",0.4902
"FBXO22",-0.3468
"FBXO24",0
"FBXO25",0
"FBXO27",0
"FBXO28",0.3393
"FBXO28",-0.9693
"FBXO3",-0.5262
"FBXO3",4.9539
"FBXO30",0
"FBXO31",0
"FBXO32",0.0303
"FBXO33",0
"FBXO34",0
"FBXO36",-0.1697
"FBXO36",-0.1231
"FBXO38",0
"FBXO39",0
"FBXO4",0
"FBXO40",0
"FBXO41",0
"FBXO42",2.625
"FBXO43",0
"FBXO44",0.0631
"FBXO45",0
