Gene,Trial_Gene
CSL4,0.012767935
FLJ12903,-0.010597982
FLJ10955,0.002643144
FLJ10193,0.03964879
FLJ13258,-2.373595076
C12ORF4,0.023771352
MGC3037,0.029704528
FLJ11937,-0.017522295
C21ORF6,-0.058364125
FLJ13902,0.010077849
RBM7,0.071227509
PP1044,0.162216497
U2AF65,0.003870333
U2AF65,0.009456544
FLJ20424,-0.070240274
CRHSP-24,-2.468509508
FLJ10548,0.071273813
USP16,-0.119561994
PGLS,0.004374417
PGLS,0.143243834
LOC51107,0.158714508
FLJ13188,0.020296379
EAP30,-0.659836498
FLJ12876,-0.019462292
FLJ10805,0.021377763
FLJ22386,-0.017119299
FLJ13433,-0.058652193
FLJ20136,-0.09183425
FLJ10335,-0.013650901
PDCD9,0.003573644
FLJ20764,-0.032837304
OAS3,-0.03465168
ZNF281,0.04349798
BK1048E9.5,-0.025937321
HSPC132,-0.014832904
SNX10,-0.235665585
ABT1,-0.001774863
SPUF,0.008405512
SPUF,-0.003026491
TIMM10,0.034711439
MGC4692,0.018601436
MBIP,-0.01269355
GTF2IRD1,0.012703884
LOC51193,-0.002588682
FLJ20101,0.004779703
VPS33B,-0.083045919
FLJ20489,0.017969353
DKFZP434N161,0.023006514
MGC3123,0.009800783
FLJ12661,0.062256973
FLJ23239,-0.024460915
SE70-2,0.000201764
HCC8,0.034401639
FLJ10829,-0.0100225
TRIAD3,-0.012316956
SDCCAG3,0.011452719
REV1L,-0.004319889
FLJ11286,-0.012712378
FLJ12994,-0.017256335
FLJ12707,-0.030469825
FBXO3,0.106553833
FLJ12899,0.156619463
FLJ12389,0.284857841
MCJ,-0.199271115
SIL1,0.028637864
LZTFL1,-0.005089803
DKFZP434N185,0.004957385
PTD002,-0.020456667
MCCC1,-0.07765332
DKFZP727M111,0.016940644
TTC4,0.031404323
DAZAP1,0.012757933
MGC3136,0.038048245
MACROH2A2,-0.006649878
LOC51030,0.005199306
DC13,-2.943979826
FLJ20602,-0.157924269
FLJ11200,-0.047898429
HEBP,-0.005925943
FLJ22969,-2.854245107
HARP,-0.064866485
BM033,-0.022017533
FLJ22662,0.260531083
NIFS,-0.037624467
FLJ22569,-0.123658228
DNMT3A,-0.0293359
FLJ13057,-0.087273938
ADIR,-0.048061625
FLJ20397,-0.033058903
LOC51184,-0.011878817
FLJ12475,0.328661071
FLJ21012,0.040952599
FLJ10700,-0.286209243
FLJ10525,0.013405495
FLJ12168,-0.058060049
MDS003,-0.034164813
DRM,0.042172962
CKTSF1B1,1.12836863
LOC51067,-0.00193806
FLJ23590,-0.056026315
PELO,0.014794707
FLJ22329,0.000402432
FLJ20040,0.013638224
HTF9C,0.037266596
POMT1,-0.04218099
PTD011,2.836285944
DKFZp434E2220,-0.123395971
FLJ13046,0.034788468
FLJ21839,-0.070845643
RRP46,-0.022566579
DC6,-0.366744717
LOC56912,-0.032032033
LOC56901,3.201007843
FLJ11320,0.04845955
EIF2B3,-0.047194297
ALAD,-0.030956642
LOC55828,-0.025767975
HSPC144,-0.03922902
MGC10963,0.014316506
FLJ22940,-0.01457231
GEF,-0.021539778
UXT,0.086407111
RNASEH1,-0.13015627
ERO1L,0.132089887
LOC51765,3.445111934
LOC51337,-0.068189874
ARHGEF3,-0.2103884
TRPS1,0.036285884
FLJ20375,0.064159057
LOC51011,-0.004833426
FLJ12270,0.001919368
BM045,0.012141128
HIG2,3.780477995
HSA275986,0.078972964
FLJ13055,0.094422939
FLJ10535,-0.054600525
FLJ10881,-0.042818297
FLJ11184,-0.24212198
FLJ10587,0.0171492
LOC51325,-0.016267023
FLJ20421,0.010459914
FLJ22479,0.124726255
LOC51306,-0.031099436
FLJ20730,-0.114598427
TBK1,0.00079997
FLJ11011,-0.012638208
FLJ10669,0.01688159
LHPP,0
E4F1,0.018490575
FLJ20615,0.009958449
HSPC165,0.015758363
FLJ20157,0.009952655
FLJ21343,-0.009158965
LOC51293,-0.034074734
FHOS,-0.099314653
FLJ21749,3.326058946
FLJ20152,-0.10289716
FLJ20517,-0.004109065
FLJ10283,-0.024097811
FLJ11159,-0.013975291
FLJ20568,-0.151744816
MRS2L,0.009925008
FLJ20725,-3.913264359
MGC2652,-0.031786754
C8ORF4,0.00140933
FLJ10540,-1.222378556
FLJ22693,-0.011295247
RNAC,0.006010938
FLJ11088,0.01754431
FLJ14146,-0.017259757
FLJ13102,-0.00057131
SIG11,-0.000720558
LOC51115,0.104110495
FLJ10751,0.087764082
FLJ12438,0.019658294
FLJ10948,-0.032538828
MGC2628,0.012492216
ASH1,0.020958265
APC2,0.023786249
HSPC160,0.730160278
NIT2,-3.570279323
PRED22,0.159134593
KRML,-0.018046586
FLJ12517,-0.002038068
CGI-203,-0.002679594
FLJ10747,0.032157394
NDUFA3,0.147562923
CHP1,0.031426333
DPP3,-0.023353819
FLJ10842,-0.040541394
FLJ10450,-0.016194232
FLJ10450,-0.032868325
HSPC134,0.011362646
HSPC134,-0.651790227
1-Apr,-0.184414849
LMCD1,0.003464696
MCPR,-0.001319041
DUSP12,0.01820481
FLJ20331,3.732268457
FLJ23316,0.032831349
FLJ22759,0.004073033
FLJ20608,0.014988552
FLJ12816,-0.030530688
FLJ20445,-3.442679872
RP42,-0.305292149
FLJ21127,-0.158657304
L2DTL,-0.141788608
FLJ10914,0.031169667
MDS010,-0.05087986
C5ORF3,0.006527059
P2Y5,-0.470082308
FLJ21832,0.025929034
FLJ14075,0.002211445
FLJ20454,-0.027693814
FLJ10377,0.019498868
FLJ10359,-0.00320796
FLJ10359,-0.00891003
FLJ10743,0.062210793
MDS029,0.312342115
FLJ11785,0.013943539
REC8,0.008986008
MGC10986,0.050763732
FLJ20654,0.020596596
FLJ20060,-0.062440338
LOC51696,0.63042755
MAN1,-2.478545504
FLJ23182,-0.009033713
FLJ20279,0.003428616
FLJ10498,0.010007328
HSA9947,0.086341794
NUDT2,-0.008739272
FLJ11151,-0.053325712
LOC51278,0.144872728
TSSC4,0.041729366
DKFZp761K1423,-0.031413756
FLJ10652,0.11692511
FLJ10902,-0.013013259
LOC57117,-0.632212998
IPT,-0.106655209
FLJ23399,0.003992545
SUV39H1,-0.015389881
HEMK,0.000470673
HEMK,0.054739137
MGC5585,0.627501169
LOC51617,0.033108718
MGC2752,0.025793623
LOC51299,0.387345635
4E-T,0.008917553
FLJ11259,0.025994568
LOC51019,3.401525555
SMOH,0.020947005
FLJ20345,-0.059222455
PP5395,1.044559467
FLJ21156,0.041653695
FLJ11342,-0.042604836
PHLDA3,0.004910492
LOC51697,-0.0093063
IMPACT,-0.130451631
SPON2,-0.131775705
MGC11349,0.004854406
FLJ13187,0.282654715
MGC3032,-0.002019646
MGC2217,-0.001854899
CRIPT,0.005198317
PLEK2,3.854693929
ZNF277,2.601354282
FLJ20534,-0.004626626
FLJ23476,-0.298258776
FLJ21868,0.047192424
SDCCAG1,-0.022158597
FLJ22127,0.113560511
FLJ11196,-0.234870055
FLJ20265,0.006817337
SLC25A15,0.007671204
LOC51650,-0.004446265
FLJ20291,0.039412561
LHFP,-0.023995794
LOC51195,-0.078379455
FLJ12934,-0.033545115
FLJ10898,0.056509021
DYSF,0.046377435
FLJ14154,0.050250565
HCAP-G,-0.181581162
HCAP-G,-1.526501468
LOC51102,-0.007977901
FZD4,0.04323115
FLJ20651,0.01964408
FLJ11830,-2.677110892
LOC57826,0.31140697
LOC57826,-0.216148634
PUS1,0.050241422
LOC51189,0.002865884
MGC3180,-0.62497014
GSA7,-0.013176768
FLJ13611,-0.163403303
LOC57100,-0.051117358
PCTP,0.013907155
LOC57402,0.022717026
FLJ21841,0.07845753
LOC51160,-0.002408842
HYPK,0.006017819
SDF2L1,0.002478289
FLJ10624,0.019125572
PTB,-0.173836648
FLJ10470,-0.006740179
SMUG1,0.084214211
FLJ22357,-0.006889085
FLJ20063,0.012558541
DKFZP586B1621,-0.168844038
FANCF,-0.13615918
RIL,-0.004171138
RIL,0.01629649
FLJ20366,0.245107021
NET-7,0.092966667
LOC51309,0.551290143
FLJ20591,-3.739776869
EIF2AK3,-0.015622306
AF3P21,-0.0512819
LOC51074,0.009751216
LOC51110,0.017373641
FLJ20450,-0.085751557
SEC22A,0.001787417
FLJ20315,0.061264167
SBBI31,0.030017859
FLJ11137,0.08734735
NXT1,0.023564576
LOC51098,-0.01683366
FLJ20272,0.039611932
SDPR,-0.005847363
FLJ20508,-0.036589567
FLJ11896,-0.05934421
MGC3121,0.038365406
HCA66,-3.770267712
CGI-02,0.02871031
FLJ10718,0.238041257
PDGFC,-0.175932217
FLJ13912,-0.035617572
PSK-1,-0.007458645
FLJ20505,0.02802142
FLJ12436,-0.004947775
RGC32,0.00197436
TGIF2,-0.06204637
FLJ13044,-0.060369333
DKFZp762E1312,-0.350414592
FLJ10815,0.143308516
HSPC163,0.002469206
LXN,-0.153410213
OGN,-8.04E-05
FLJ22215,0.004861969
LOC51651,-3.319300645
FLJ10546,-0.028102222
FLJ13848,0.017130623
FLJ20271,-0.104842029
FLJ10701,0.012565449
STRIN,-0.011658407
LOC51099,0.060168661
FLJ13660,-0.009989188
MGC861,-0.126022894
FLJ21988,-0.015392477
FLJ11749,0.019157919
LOC51165,0.004948419
FLJ20422,-0.009251427
FLJ10143,-0.184558749
FLJ10143,-0.045048528
SEC10L1,-0.072290492
FLJ22233,0.010702366
MGC5306,0.261500041
FLJ11071,-0.015925717
LOC55954,0.094224172
FLJ10307,0.014730142
FLJ23323,0.037490483
RAB6KIFL,-1.801599385
MGC4172,0.035793421
UPF3B,-0.001905823
D21S2056E,0.031854207
DVL2,0.168191663
LOC51004,0.023386072
DKFZp761D081,-3.94569723
FLJ22059,-0.00498375
STX18,0.023156253
MGC5363,-3.306873746
LOC51092,-0.044194612
WARS2,-0.008097859
LOC57109,0.028951168
NUP107,-0.020254148
ANKRA2,-0.006817652
FLJ10315,-0.000175018
FLJ10782,0.04761612
FLJ10493,0.036146539
PILB,0.007069232
HSPC015,-0.017415427
FLJ22029,0.041035974
FLJ23375,0.022998541
FLJ22246,-0.011007794
FLJ20258,-0.213104709
HOOK2,-0.059723297
FLJ22116,-0.003213575
PRO2000,-0.019005153
DKFZp434E1315,-0.093474595
FLJ11101,-0.010200567
FLJ14117,-0.03286205
TU12B1-TY,0.082032646
FLJ10998,-0.001410295
FLJ21080,-0.069191077
FLJ20010,-0.09349287
FLJ10727,-0.024463603
FLJ22557,-0.008306275
FLJ20150,0.022104318
SCML1,0.013071075
FLJ20511,0.028187428
LOC51205,-0.002704841
FLJ20116,0.428014326
SIRT7,0.021796993
FLJ12949,0.040148896
FLJ10349,0.050682073
FLJ13352,-0.50023859
FLJ10873,0.01908825
FLJ20647,-0.092629778
CHFR,-0.016128451
FLJ10261,0.090139359
FLJ11296,-0.061426417
VAV-3,-0.087187738
VAV3,3.07822102
FLJ10496,-0.088808462
FLJ11729,-0.052674357
FLJ23231,-0.051352304
FLJ12474,0.013546854
LOC56904,0.016970132
FLJ10874,0.005694878
FLJ10199,-0.01375731
FLJ10775,4.014625484
FLJ22649,0.026224627
FHL3,-0.039272147
DDX26,0.124562723
DKFZp761F2014,-0.218185579
FLJ11583,-0.005301206
FLJ20038,-0.002972482
FLJ10781,-0.106083601
LOC51162,0.093245853
HSNOV1,-0.030567065
FLJ10352,-0.02519522
PLSCR3,-0.012653377
FLJ20357,0.070216863
LOC51121,0.235415562
FCGRT,-0.024223991
ARRB1,0.002899163
ZAK,0.078271265
FLJ20539,-0.013303137
SFTPA2,0.095307186
FLJ22638,-3.343655391
LOC51619,-0.000373404
FLJ12788,-0.031296459
HEY1,0.112988338
FLJ10631,0.013413813
MGC5540,0.01654491
FLJ21908,-0.028696811
FLJ22362,0.132008408
FLJ20920,-0.129249674
MKPX,0.718052682
CRSP3,-0.000393218
IMP-2,0.083745792
MGC2655,-0.161819966
RAI,-0.010105022
LIMD1,-0.025866709
FLJ11294,0.021733252
FLJ20644,0.116436264
DJ473B4,0.027435016
SART-2,-0.640110726
LOC51210,0.145665157
LOC51323,-0.337149858
FLJ22316,0.019308677
FLJ12428,-0.043820569
HDCMC28P,0.005682279
MGC3162,0.055792851
FLJ13906,0.046435626
FLJ13134,-0.037177413
TNS,-0.001912145
FLJ22390,0.024187923
POLR3K,0.023262038
FLJ21415,0.049999949
ARP3BETA,-0.081271108
MLYCD,0.026082615
BM046,0.253353526
PRO0082,0.004118331
FLJ20607,0.050139669
FLJ20203,0.061652165
FLJ13158,0.004939783
FBXO5,-0.149052797
LOC51673,-0.380205134
MDS024,0.003776166
SIRT1,0.015499112
FLJ12998,0.012853028
FLJ23306,0.015767345
WDR3,-0.020332938
FLJ23468,-0.086211534
FLJ13220,-0.028355409
FLJ21212,0.000504251
FLJ20624,-0.019009625
LOC51069,0.058089577
FLJ10430,0.016152976
FLJ12820,-0.004324703
LOC51318,-0.136462595
FLJ13114,0.002308349
FLJ11790,0.002591825
FLJ23469,-0.033627997
FLJ10292,-0.038560676
FLJ12455,0.067566824
HSA277841,0.015120563
MGC10993,0.000421363
FLJ22282,3.206563496
FLJ12015,0.002889401
LOC56939,0.040857953
LOC57088,-0.883905346
FLJ20005,0.643065184
MGC2731,-0.009710335
FLJ10110,0.004548359
FLJ20530,-0.007850662
FLJ12387,0.015705998
MGC3036,0.010283518
ASPSCR1,0.037858207
RPS6KC1,0.02346598
FLJ10375,0.001896746
GAS41,0.000340173
FLJ22035,0.046154719
LOC51291,0.049457908
LOC51093,0.096316581
LOC51219,-0.003710651
FLJ23436,0.097832137
BM029,-0.139838962
HMIC,-0.314557721
FLJ14007,-0.67098689
FLJ10404,-0.017619845
SIGIRR,0.123950072
FLJ12089,-0.062277883
CTBS,-0.023238579
FLJ23499,-0.00909261
LOC55892,0.013770484
C4S-2,-0.046090598
SLC37A1,-0.00348311
FLJ20036,0.011616573
FLJ11273,-0.163402573
FLJ12538,0.097055086
FLJ20729,-0.014528928
MGC5347,0.04427177
HSPB7,0.016949022
EHD3,-0.065984527
HSPC128,-0.136291404
FLJ20417,0.00830624
MGC11279,0.036579907
LETM1,0.056488672
FLJ13920,-0.038729557
FBXW2,0.033470222
FLJ22055,0.037319046
RIG-I,-0.026774232
FLJ13852,-0.124524045
MGC2654,-0.013324648
HIRIP5,-0.020809339
FLJ10486,-0.018345525
DKFZp564C1278,0.075200811
FLJ10989,0.003130131
FLJ21065,0.121655094
FLJ11323,-0.098346908
SAAS,0.018608808
MGC3265,-0.035778022
FLJ11052,0.0181439
KIAA0632,0.013721028
FLJ11848,-0.01825265
FLJ20850,0.026447684
HOXC10,-0.054019966
TMPRSS4,0.018762946
PNKP,-0.017790918
FLJ13576,0.019857094
DKFZP434G032,-0.125630414
DRIL2,0.034926703
FLJ22347,0.008051203
MYO5C,0.17600919
PTER,0.079669221
FLJ10734,-0.003269723
LOC51025,0.020499536
LOC51076,-0.067512313
HSPC049,-0.024836493
FLJ10890,0.057794761
FLJ13119,0.043638169
FLJ10159,0.054351676
COL5A3,0.005430796
JDP1,0.00965332
SECP43,-0.006369979
PRO1584,0.021788119
FLJ12888,-0.036529834
KIAA1695,-0.128362665
DC11,-0.174822533
HSPC011,-0.278513514
LOC51279,0.020190499
FLJ20485,0.046375139
SLC2A8,0.047318956
FLJ20035,0.293286075
FLJ10688,0.001094794
BLOV1,-0.082283646
FLJ12496,-0.006685936
SPRR3,0.034809258
FLJ22087,-0.01587549
MDS030,-0.037938931
FLJ10581,0.006516343
FLJ13195,0.00259241
EDN1,-0.299390339
TFPT,0.05506739
FLJ13390,-0.053184368
FLJ20457,-0.010298526
FLJ11000,0.080689796
MGC5528,-0.070929135
MGC10765,0.017232169
FLJ21901,-0.060657271
FLJ12838,-0.04636676
C21ORF45,-0.063310507
BSMAP,0.059654549
HSPC125,-0.682501942
FLJ13287,-0.037036578
FLJ21820,-0.095727179
FLJ12154,-0.150987107
FLJ10901,3.797030191
PLEKHA4,0.042135227
GL002,0.025805784
FLJ21634,-0.026370404
LOC51316,-0.403842755
MDS031,0.073754027
FLJ13149,0.088618628
EKI1,-0.592436362
FLJ22558,0.012617337
LRDD,-0.028167878
FLJ14249,0.00249844
FLJ11099,0.029926644
FLJ12448,0.054248373
PRO0971,0.046461659
PLEKHA1,0.028608916
TEM1,-0.045209126
NGAP,0.040910149
MYO9A,0.006868852
HIPK2,0.057878386
FLJ21657,0.039859145
LOC51002,0.657502074
HSPC031,-0.004927091
OPN3,0.29386616
FLJ21308,-0.079912705
FLJ20509,-0.034742256
FLJ21786,-0.025392672
BITE,-0.106223137
LOC51018,0.001019638
FLJ11565,-0.000922526
FLJ20369,-0.00048332
FLJ22021,0.064827058
AP4,0.007867197
FEZ1,0.033956594
MGC3062,-0.137808219
FLJ10916,-0.022015472
RIF,0.284170995
FLJ13074,0.020976717
FLJ13479,0.010374638
PIGN,0.040779923
FLJ11264,0.408660529
C11ORF5,0.034312961
MGC2601,-0.001535738
FLJ22501,-0.005616239
FLJ20847,0.02207141
FLJ14054,-0.099482228
FLJ10379,-0.08527207
FLJ11712,-0.206888309
FLJ23282,0.018368495
LIECG3,0.027422847
FLJ10204,0.00476219
DXS9879E,-0.016811234
FLJ20281,-0.016661356
MGC4174,0.014006952
MGC10848,-0.018238839
LOC51072,-0.013299429
MDS018,0.048722811
FLJ20003,-0.031327722
FLJ10709,0.014858813
FLJ20189,0.044063992
AF053356_CDS3,-0.028891816
LOC51236,-0.008779688
BCL7C,-0.003804944
FLJ20363,0.004162649
FLJ10846,0.010277656
MGC3262,0.037943365
LOC55895,0.005647785
WWOX,-0.108775594
FLJ10252,0.274604187
LOC51167,-0.056452482
CTPS2,-0.009545895
FLJ20288,0.168374639
LOC51005,-0.059808235
FLJ10539,-0.018069586
FLJ22263,0.078341046
FLJ13956,0.010734356
FLJ11132,0.021656302
ASPN,-0.781898866
MGC2508,0.013999867
NCKX3,-0.249941155
FLJ13465,-0.049375299
FLJ13163,-0.003683285
FLJ20701,-0.018704175
HSPC056,-0.012113424
PLA2G4B,0.136429449
FLJ22160,0.016257579
MGC2747,0.006099801
MYBBP1A,0.098505863
C12ORF5,-3.152391383
FLJ22559,0.019492739
FLJ11743,0.052046896
LOC57333,0.036599334
FLJ20199,-0.193254627
ZFP26,0.191599205
ORC6L,-0.069666605
SARCOSIN,0.003154788
BCAN,0.167554514
FLJ20596,0.022545882
FLJ22724,3.195819679
GAR1,0.683382345
MGC2835,0.002506054
LOC51735,0.075574469
LOC51171,0.029942908
LOC51161,-0.016468753
IL20RA,-0.097143928
FLJ10704,0.01660342
LOC51303,0.028263637
LOC51303,0.10237769
LOC51691,0.828106867
FLJ21945,0.117480402
FLJ20171,0.021020239
FLJ20546,-0.005854708
ZNF232,0.041470783
FLJ23263,0.089437297
LOC55974,0.014521282
FLJ10975,0.000146732
MGC11242,-0.079660052
FLJ20558,0.018889767
FLJ11526,0.024051462
FLJ10287,0.04498754
TERE1,0.074060911
PELI2,0.16125797
FLJ20604,-0.043484289
ETL,-0.034925221
FLJ12681,-0.023914893
GL004,-0.019355001
RBP4,0.002266869
FLJ20294,0.014750561
MGC2827,-0.110148967
FLJ20374,0.026895623
MGC1136,0.044582132
FLJ11939,0.037124636
FLJ22729,0.021297741
FLJ20559,0.28123855
TOPK,-0.059143198
LOC51163,-0.011955019
GCS1L,0.014342984
RABL2B,-0.031650032
PODLX2,0.203421532
FLJ13710,0.013490409
FLJ12567,0.052473428
RDGBB,-0.001858207
FLJ11271,0.073033628
KLHL2,0.032196762
FLJ13340,-0.133261446
LOC57823,0.008535064
FLJ12972,0.019613223
HSPC224,-0.011142326
LOC51017,-0.00778624
FLJ20079,0.084501174
FLJ10242,0.011215852
LOC59346,-0.004047614
FLJ10563,-0.063489437
LOC51285,0.064281543
FLJ20185,-0.015996123
LOC51106,-0.021995205
MGC3213,-0.053387787
ZNF236,-0.034470639
FLJ11807,0.014827145
FLJ22686,-0.009526906
FLJ22621,-0.173057608
FLJ20473,-0.012770733
FLJ22555,-0.000287001
FLJ11100,-0.053072659
FLJ12960,-0.092800425
LOC51339,0.741439776
LIPG,0.12446971
FLJ22167,-0.028175717
PSCD4,-0.005769906
TIM22,-0.001706563
SIRT5,-0.158050004
DKFZp547O146,0.044069954
NG7,0.013228196
LRP16,-0.021380132
FBXL6,-0.030870118
FLJ20033,-0.007225996
BIN2,0.007019955
LOC55833,0.014210115
FLJ10233,-0.049302149
KIAA1619,-0.020717992
PPARGC1,0.306098799
SCG3,0.007562632
GTF3C4,-0.052646727
AF5Q31,0.300598029
MGC5297,-0.038443288
TSG,-0.029054163
FLJ22341,0.00015153
LOC51016,-0.09478662
SRR,-0.023288779
SRR,-0.020200584
LOC51643,0.305382393
FLJ21128,0.106767975
FLJ12673,0.065847932
MDA5,0.671488758
LOC51762,0.061547397
USP18,-0.101989892
LOC51182,-0.085085375
VE-JAM,0.008697777
RBAK,-0.020579497
FLJ20327,0.030675412
ETAA16,-0.134722055
FLJ23441,-0.044354253
FLJ23058,-0.004135213
FLJ20512,-0.009620659
GK002,0.01132768
FLJ22332,-3.635603437
RBSK,-0.041083747
C9ORF7,0.062895305
FLJ12827,0.015344633
FLJ11413,-0.10850861
CrkRS,0.100970402
FLJ14166,0.199550836
ZNF361,0.039705536
SLC21A11,-0.14384072
FLJ10970,-0.449140779
FLJ22995,-0.047524539
FLJ21620,-0.127134773
PRO2521,0.019341338
FLJ23142,-0.017356812
FLJ13171,0.036775908
FLJ22672,0.001861474
FLJ14281,0.00109551
FLJ20477,-0.016956133
FLJ10997,-0.006029275
FLJ13490,0.023188279
FLJ20515,-0.016372194
FLJ13386,-0.039544212
FLJ11110,0.039451302
C15ORF4,0.022343204
FLJ13491,0.00121277
FLJ20984,0.010834809
MGC2454,-0.021877838
FLJ22041,-0.014926882
FLRT3,0.134293984
FLJ10300,-0.021985772
FLJ20514,-0.026164981
FLJ20979,-0.116660829
FLJ22222,-0.047899792
IL17BR,-0.002643427
FLJ20356,0.023748127
SPHK1,0.077230404
FLJ20516,0.016149673
FLJ12287,-0.002611272
HSPC002,0.050977828
MGC2718,0.037968854
FLJ23414,-0.537114576
FLJ23516,0.580820195
PR48,-0.025538158
FLJ13204,-0.064752802
ZBRK1,0.023074958
LOC51228,0.038461316
FLJ10761,-0.109919032
FLJ21616,-0.013303457
MGC4504,-2.564862533
FLJ12691,-0.030931028
FLJ10759,0.087029026
CCNK,0.161677419
NET-2,0.401749299
PDCD5,-0.040850672
FLJ13657,-0.018798938
FLJ10851,-0.015063658
MAP3K6,-0.027289788
FLJ20220,-0.996919889
WDR9,0.196041206
MSRA,0.008988646
VRL-1,-0.000937811
HSPC067,0.003443445
FLJ22623,0.117918764
LOC51199,0.009212471
FLJ12479,0.178997692
KCNMB4,-0.375170889
HT021,0.588743895
FLJ20718,-0.025405224
DAPP1,-0.28606976
MDS009,-0.08068428
FLJ10477,-0.016457677
PTD004,-0.003222022
FLJ10545,-0.116995615
PCOLCE2,-0.021981143
FLJ10852,0.039284118
FLJ11116,-0.004818342
FLJ20909,-0.194649545
FLJ20772,0.014503311
KIAA0868,-0.049327917
KIAA0868,-0.004487507
FLJ13449,-0.017073921
SCDGF-B,-0.009529854
FBXO2,-0.021965695
hklp2,-0.685119747
LOC57107,0.037540422
AK5,0.002827651
FLJ23584,0.093413246
FLJ14220,0.054293949
FLJ12542,0.025650255
FLJ12752,0.011751751
DKFZp434C0328,0.015849074
ZNF219,-0.008379817
FLJ20898,-0.010963777
FLJ20371,-0.005302977
POLI,-0.163398767
LOC51003,0.000990214
FLJ14033,-0.097947235
FLJ22865,-0.113048826
FLJ12615,0.044651957
WDR8,0.015976098
IL18BP,0.012195203
MGC3731,0.064481776
ELAC1,0.002709219
BETA3GNT,0.014063354
GPRC5C,-0.018045236
FLJ13633,0.064000393
3-Apr,-0.013842818
MGC5338,-0.067878474
FLJ10748,0.008920733
FLJ23471,-0.088319358
CAPN10,0.008263836
FLJ22833,0.029238263
FLJ12969,0.01916312
LOC51008,0.002385819
FLJ20584,0.072269291
FLJ20156,0.018331358
FLJ12879,0.014317067
CLN8,0.059819221
CLN8,0.264146884
FLJ21213,-0.026598712
FLJ20639,-0.024945029
FLJ11160,0.09234036
LOC51027,-0.02229557
MGC2656,0.012802136
FLJ10956,3.542783728
MDS032,-0.082950463
FLJ11026,-0.00493301
SMAC,0.005164461
SEDL,-0.061783567
FLJ20637,-0.080235941
FLJ20147,0.071175426
FLJ11078,0.140150678
FLJ10178,-0.060940557
HSPC177,0.001552415
HSPC018,0.061632217
HSA272195,0.076824901
FLJ22635,0.046400358
FLJ20041,-0.018446208
FLJ12484,0.035933706
FLJ22643,0.017338885
LOC51001,0.005005042
FLJ11354,-0.069275787
MGC8407,0.01077947
LOC57099,0.041828699
PRO2714,0.008754766
NAP1L2,-0.714230583
FLJ21916,0.077195931
REPRIMO,0.048143562
LOC51713,0.033839202
CDV-1,-0.046834238
DPM3,-0.045983631
FLJ21845,-0.016900063
CEPT1,3.999898882
FLJ23393,-0.028015621
FLJ21610,0.022707528
FLJ22054,0.051768819
FLJ10390,0.002323011
POLH,0.002876405
FLJ13231,-0.232571255
RBT1,-0.018203517
FLJ14213,-0.425252197
ADAT1,-0.008684647
SBBI42,0.023690814
SBBI42,0.014951488
LOC55580,-0.183415429
FLJ13782,-0.060413859
FLJ10052,0.009983534
FLJ20731,0.039517727
BPNT1,-0.142152277
FLJ11029,-0.031149957
AKT3,-0.001845136
PGS1,0.045229498
FLJ21918,0.247664789
FLJ22402,-0.010077441
FLJ13448,0.045782611
FLJ20871,0.007167524
LIN-7-C,0.052053399
CNTNAP1,0.002145212
XT2,-0.14273109
MGC3067,0.014668257
HPSE,0.040324756
FLJ21522,0.051296183
FLJ10369,0.008747754
MGC955,0.036327921
LAMC3,0.015333479
FLJ10640,-0.05388733
FLJ12553,0.073935249
FLJ10134,0.041763778
FLJ13824,-0.158250853
RAB38,0.031810178
FLJ13322,0.000828081
CS2,-0.044363776
TTYH1,0.288959524
CSR1,-0.002365581
FLJ20014,0.00269293
FLJ12610,-0.025608913
FLJ21172,0.020563416
FLJ12439,-0.012768831
OSRF,-0.097818698
DR3,0.030914249
TNFRSF12,0.014334194
EBI3,0.223125434
SULTX3,0.037852909
FLJ12765,0.071047249
FLJ23056,-0.356470548
FAAH,0.179178687
LOC56834,0.026119442
FLJ20896,-0.060613354
EVC,-0.058918401
FLJ20285,0.019652311
TREM1,0.314238684
FLJ22170,0.074714878
LOC51705,0.014274257
LZ16,0.030826171
FLJ12650,-0.061736294
C1GALT1,0.056783492
RAI2,0.708738743
FLJ23119,-0.023411603
MGC3020,0.07657162
FLJ20212,-0.090838651
FLJ11362,0.01633286
GLTSCR1,0.040416894
FLJ10620,-0.1939641
LOC51006,-0.010858379
FLJ20533,0.028105091
FLJ11017,-0.313720162
LOC51648,0.258526998
LOC64174,0.308395384
FLJ12543,0.101330984
EGFL6,-0.106606852
FLJ21062,-0.100064178
FLJ22439,0.052155504
FLJ22609,-0.026076696
FLJ10388,0.084122813
FLJ20507,0.047237891
pak5,-0.066771596
FLJ22353,0.008091924
HS1119D91,-0.033591068
CA14,0.040456916
APOA2,0.026345005
APOA2,0.00128017
FLJ20125,0.000985172
FLJ20739,0.013512083
FLJ11756,-0.043156852
FLJ10895,0.028031793
FLJ21562,0.019826742
MGC11266,0.10122477
FLJ20142,0.322433504
FLJ23186,-0.003774515
OKL38,0.060094714
MGC4309,0.854859333
LOC55901,-0.01016183
WFDC1,-0.414376637
MGC5302,-0.121372562
SNAI1,0.025989386
FLJ22584,-0.159493398
C21ORF18,-0.058446196
MG61,0.063860486
HCF-2,0.028938406
PSMD10,-0.001778906
FLJ20399,0.014115153
FLJ23560,-0.050131758
A14GALT,0.098758421
FLJ20435,0.005383189
FLJ12810,-0.022677753
